,YID,label
1226,Jqbb2qFWfLg,Happy
1231,0i_STZkmAcs,Happy
1232,eCOd8s-2RZ0,Funny
1233,VUeUTrcoaQo,Happy
1237,aoLTHGgV724,Scary
1238,mNM0FlT-rVg,Scary
1239,XVFeW5G4DdU,Happy
1240,fQ-Vtle0Ngs,Scary
1243,y9PzTjC-4pQ,Funny
1247,PL7aHBKXD64,Happy
1248,Gg3NmW0ivEA,Scary
1251,E2u27gmIXz4,Happy
1252,ZjeImlBw2u0,Sad
1253,MO0chbfpjgI,Scary
1256,ZAu2TtmMhwE,Scary
1257,7oX8vXI8oW8,Angry
1258,ScQrCSb3c-8,Funny
1259,-xhAkzYGv98,Happy
1261,05r1Bm9tfg0,Happy
1262,3SxVuQYpn8U,Sad
1263,3zp_DEVOc1E,Scary
1264,PwAWpKjDA24,Funny
1271,id5ibIqjRto,Angry
1272,V79rAMI1ACw,Sad
1275,84vkmCFhZMA,Sad
1277,tlyhhaWhnpU,Funny
1278,7sYP3mafQQk,Angry
1280,urEdi-YvgO4,Sad
1282,o-wjvTFZaIg,Scary
1283,OFvoRx5mRk0,Angry
1284,xezG1s-XHVk,Sad
1285,3rFCgYXbs70,Angry
1287,HSTW-6Wg0OE,Sad
1288,MbP_wrPJ1WQ,Sad
1289,KKx0MbVJVEA,Sad
1292,qBqfrnqwJfY,Funny
1295,O8EOKETqVLo,Scary
1297,sdyCwCPLpQc,Angry
1298,VGCQyqXiThk,Sad
1299,vOWWHNw9c64,Sad
1300,E1fLUrE9tlo,Scary
1302,DSSebHIDcb8,Funny
1304,g-qv7NsG13Y,Angry
1305,08W-Bdnahlc,Happy
1306,MF0_9ns0lXQ,Sad
1307,rTWhWhrSSUE,Angry
1308,CGqcF-kmdz4,Angry
1310,QMC_U-4F0LY,Scary
1311,KZ87YPXuwDE,Sad
1314,omHz0ax_H2I,Sad
1315,_FPyeOvnV7s,Angry
1316,SqNL6Wm4s-Q,Scary
1317,qZoXRvrkEOc,Sad
1320,TJyzBaMwXFY,Angry
1322,27ULjKOQACc,Sad
1324,X2mHUHD0Skk,Angry
1325,C2bc7BREfvo,Sad
1326,tuxh9TZwoqY,Happy
1328,T_6DvfaTKkw,Sad
1329,qBoYVr6E44s,Scary
1332,Bhz2_bGEaF8,Scary
1333,HLTvg1qKlTQ,Sad
1334,L9AI_nCslZY,Angry
1335,46S04KQzhjM,Angry
1343,ectgeab_gHc,Funny
1344,9yAlkJeKc5c,Scary
1345,0DfJ96OXP2k,Happy
1346,nedJR3sKcoY,Happy
1347,BfjP7e0phG4,Funny
1348,TdZ2ALIqIQs,Scary
1349,b3BQAjZmZis,Scary
1351,1t5tFrEf6xI,Sad
1353,yAR4s_C5PSs,Funny
1354,POoi8YlQu-c,Scary
1355,x6uREyZdqZk,Funny
1357,sMnEEeaoQks,Scary
1358,PFNOEK1PObY,Happy
1359,jO_Pkpy8QeM,Funny
1360,yeH3cNYw3XQ,Happy
1361,2LiUkBuna14,Happy
1362,Dxncl4jwkjE,Angry
1365,JKpvbOsGSYM,Scary
1367,1FpP1binbLA,Sad
1368,BCjBAUIaVBo,Angry
1370,sONmU-yAq-M,Funny
1371,cvxS3Vne708,Scary
1372,jbb43FzDCOY,Sad
1373,W-4zS1zSO34,Funny
1374,iRpNv-dfrQk,Funny
1375,-AAEFswD1r4,Sad
1376,TT-N_X7gxPE,Angry
1377,dGtDg37opic,Funny
1379,1hEzm_Zd5GE,Happy
1380,-8wQV7VJnmM,Happy
1381,ZeTly1YyKYE,Sad
1382,62lF1NDSQiY,Scary
1383,WUEWN3mZWcU,Funny
1384,nRmaWVo9stM,Funny
1385,9JO7UY8LbK4,Funny
1386,6ouPH4c-EmA,Sad
1387,wQry6E1dZd8,Funny
1388,1DvuobWLRog,Angry
1389,TJoerJgq-N8,Funny
1392,jisHhIxZzhM,Scary
1393,DgHSekLY_Dk,Scary
1394,EfgAhoTQFag,Sad
1395,xFHF_1FhtIo,Happy
1396,55vMO5LzMHM,Scary
1397,ZKOFp81y1zE,Sad
1398,6GVJV1R9STo,Happy
1399,Z3K__CcBAho,Funny
1401,UFxyXIEK52w,Funny
1404,Hp7RYst_KHw,Funny
1405,CN2LdU7iJcI,Happy
1406,-x_QZDq0fok,Happy
1408,-qCT1iOOVwg,Sad
1409,0zRmaaAUgCM,Sad
1410,kynYxZL79DQ,Scary
1411,py8czlDYSMQ,Scary
1412,XTTWdZsUJ_c,Scary
1413,PjQiE-wHYxs,Sad
1414,6qygLTUv9Yk,Sad
1415,Fk7jiYKDRr8,Scary
1416,Bi667rbqIhA,Funny
1417,0OEeZPVwrfg,Happy
1418,5M587BUfo0g,Funny
1420,t92bvnPkJds,Scary
1421,eVjcfdxSFKQ,Angry
1426,gU6M5DdcfoE,Sad
1428,c7n_T6mkMKE,Scary
1431,a3GsjQSMPao,Sad
1433,Yq6fv3PWdjM,Happy
1438,Lc3D3MEH_T4,Happy
1441,s-7-O-Av8OA,Angry
1442,nh7dH4ASU0o,Funny
1444,DQUBLgZkEzU,Happy
1445,vQ6u6EYe1Qs,Angry
1446,clT9Qjfa1lY,Sad
1447,ImTzouwFC4w,Scary
1449,24jOCxtGiR0,Happy
1452,3UQZLdnz4QY,Happy
1454,rnDzBXIC4xc,Scary
1455,t5RqDGLiDvo,Angry
1456,sIndBi5vamI,Sad
1457,P3DkWKrqOmE,Funny
1458,ZRhoeKDnz8o,Happy
1459,GxuXUAJxHqk,Scary
1462,06V_vWTLdyU,Sad
1463,IANmJXVDW-k,Angry
1465,hFzaUXa8NG8,Sad
1468,-hLB9m90XKs,Happy
1469,MfaKVJczejk,Angry
1470,R6hVJD43PVs,Scary
1471,5Zc_PxllpKk,Angry
1478,rQF6obvVVkg,Funny
1479,4VrvHeZY5Ck,Happy
1480,OWLOY7z67mM,Funny
1481,INQ76eQ5u08,Angry
1483,GDEZKmvM52o,Scary
1485,z0D3xfobvGw,Sad
1486,fJAFY1a-lY4,Scary
1487,Fx3B2UiPf3Q,Sad
1488,0Ktyu12SEyc,Happy
1489,0Y3XwgLU64E,Happy
1490,-sI4ChXW2bU,Happy
1494,BPtYfvQHqjQ,Happy
1495,_sQQj1VOM6Y,Angry
1496,-CIRc3lkWdk,Funny
1499,7Us4WHDmfeA,Funny
1500,0jopxRe33zw,Sad
1501,DONLmtNLP_A,Funny
1502,WIbDGncROHo,Sad
1503,bkMTXaCRHn0,Scary
1504,frsNgZe0k-U,Funny
1505,_6BHBUpsubI,Funny
1506,0W-5Ky-H1-M,Angry
1507,8ffdVTnJdKI,Happy
1510,OaV-ZyjNDFE,Sad
1512,4osSJDoWwAs,Angry
1513,8CQFXgruFU8,Sad
1514,ALPxfxdw45Q,Funny
1515,rPYJ2c5-YrY,Sad
1516,TafzWeiILUU,Scary
1517,Y_wdxS0piX8,Funny
1518,iY9ceSenJAM,Scary
1520,7lVzuV_iaQU,Happy
1523,m-oSlJdcn7A,Angry
1524,REcP2dA3E4Q,Scary
1525,qtRQO7HmdH8,Funny
1530,9u0uNcOTxaw,Scary
1531,J5yyH0Dkang,Funny
1532,bidLH7ihZhY,Sad
1534,Efr4_AbksDE,Sad
1536,n4doLyj43P4,Scary
1537,X9lIdwJbBzk,Happy
1539,MMP97miqDuk,Happy
1540,j2KBwPeviXQ,Funny
1541,Z1UnfsYiDRs,Scary
1542,YQdqCSoeank,Scary
1544,Qa-Qs9CtOOw,Scary
1545,18WWTQwCrOI,Scary
1546,rfAR3S2W_1g,Happy
1547,-Va87o0GqKA,Scary
1549,0BL-xfLjZ24,Funny
1551,-eDAoheZrY8,Angry
1552,6frT7Ypa60w,Angry
1553,oPHULC8wovA,Funny
1556,SeGMhckkEtE,Scary
1557,VcdjZJAI8rw,Funny
1559,q92hxVX2yps,Sad
1561,UXSlysStu20,Happy
1564,C0CzJ-zgXBg,Happy
1565,O6cxzoh2KA8,Scary
1567,-jryz4Y0bdc,Sad
1569,D5diwPeBrMI,Scary
1571,T3e1TrLzFr8,Sad
1576,4esYm0UPSN8,Happy
1578,1GPlq-nUNXI,Happy
1579,bsZrfYZs7Fk,Scary
1580,89IIWM3RPkU,Sad
1583,bmG5k4QMEo0,Sad
1586,0eCarEuO37Q,Sad
1587,Zsld8blKkig,Funny
1591,Viiwuyacjs4,Sad
1592,vvOGiQ0OfNY,Sad
1593,LLaCjwmJdqE,Angry
1594,uryb6WbYEkQ,Funny
1596,xLYKl4LjCd8,Sad
1597,0VgOCzDxg1E,Scary
1598,jpppy1JYxoM,Sad
1599,2oe3MlfJrPQ,Sad
1600,1AUDcEvrpgQ,Happy
1602,3H6z-N1m_Vg,Sad
1603,OvzxlorMl6I,Scary
1604,GNo6JkAr3hk,Angry
1605,6vz8G2wb1nc,Scary
1607,9QI9mFOLuP8,Happy
1608,jq9QQ7AQz9g,Scary
1609,8Pl6ineaAe0,Happy
1610,qU5hBNOV0zA,Sad
1611,gm3UFMOUVlI,Sad
1612,DvXu9a9WObY,Funny
1613,nGdZMh9eSkk,Scary
1616,znbzzpauqb8,Happy
1618,LzSWdj4izHM,Funny
1620,G0AZQ9hU4C0,Sad
1621,hUO0P8G0GdM,Scary
1623,hXP6PG5KJWs,Scary
1624,Ob0Jtg_T1GM,Sad
1626,NP4hvgFy1c0,Happy
1627,O3qZgmAvve4,Happy
1628,1IfM7zmvxkY,Scary
1631,Sq6sRcVyUzk,Scary
1632,8EfaTAbR8dk,Sad
1634,XY0xKnay_8I,Scary
1635,w2ilDhTZb2w,Sad
1637,IBqtkpkU-x8,Funny
1638,k5c-TkeL5GQ,Scary
1640,2B5tVdQJlJc,Scary
1648,b8p2D4RnWs0,Scary
1649,cGjlxub3gCo,Scary
1650,IeXLXGf0LPc,Angry
1651,LpqOULl-jqI,Angry
1653,zt26nvr9mFQ,Scary
1654,KLvKpyl_cOA,Scary
1656,csVSp42AeRE,Funny
1657,xeeBVyAmPBY,Sad
1659,ziCJco4YyOk,Angry
1660,pCWtXCKhJbA,Scary
1662,MGTW5RfpLeg,Funny
1668,7AitaJqPeBk,Angry
1671,6ayzMaXDJjM,Sad
1673,zyQOn5x8jWw,Happy
1674,2ATMQxWVpXk,Angry
1675,tZ234Rs24SM,Sad
1677,hpBTKIHEG8U,Sad
1679,gToIE047fnc,Sad
1680,iKblSFQgwRo,Scary
1683,eQAC-1Z8A1k,Sad
1684,GZpEFlsxTD0,Sad
1685,UaU3qFb-5e4,Scary
1686,cWLaTGKDOxI,Funny
1687,dDAsKanwL8Q,Sad
1688,DZpuq9lyVN8,Sad
1690,T0oF8MyYhBM,Sad
1691,fbktpSSVsW8,Funny
1692,1ETRLeYxzJM,Sad
1694,heV0_-FDj6E,Angry
1696,CtViAVSuSeE,Scary
1700,3gh1oldZ7Zc,Sad
1701,2DvlihnVjYs,Angry
1704,d8hc_BG2kU8,Scary
1706,U9vCZzcTSrM,Scary
1709,SNiqHWI8pc0,Sad
1711,0bB__SSVBK0,Happy
1713,40UxELInV7g,Funny
1714,-xHz64wmxiw,Funny
1715,A7HFZEaek2w,Sad
1719,QzH-VpsVcC4,Angry
1720,0yxwKnq5C48,Scary
1723,mRAWNWDkyu4,Sad
1724,z31iCbkqYyw,Angry
1725,uy6Xm5cyKZM,Angry
1726,-MWdadfxLW4,Happy
1727,T18f8Hbe9dA,Sad
1729,djzh_U3MOoQ,Sad
1730,KwUQgKmiWWU,Angry
1731,8ApaN43y2T4,Scary
1732,pYyB8FDJ7mQ,Scary
1733,oFKiOw8lIyU,Funny
1738,suX7Cri4kAo,Happy
1742,kJvz3-k2ZVE,Angry
1743,jY1OJNVNczQ,Funny
1744,w1ZULkTGysI,Scary
1746,985LFZra9_g,Scary
1747,f5yEU0DHRPg,Sad
1748,d7OQkcXLPN0,Sad
1749,X6t7FgenMXw,Happy
1750,j-LgKQkf_y0,Happy
1751,gn0LcH7qQwk,Sad
1752,7WZwlOrRELI,Happy
1753,0redjXuO5Q8,Scary
1754,poBB5uLxrRE,Scary
1756,flZIYs1_NXs,Scary
1757,4RedhmRCAAM,Angry
1759,86DUUTldUoM,Sad
1760,r2gYE6-cGx8,Angry
1762,5Y0pXprPxLg,Happy
1765,6pO0R0euX_Q,Sad
1768,AcBp0asj2Po,Happy
1769,QgjNrt4r1zA,Sad
1770,wUrHpW0ZmFM,Sad
1771,gxke_TcsgnQ,Funny
1772,3nbB3F-OdSM,Funny
1774,1802Tu60Buw,Scary
1775,gLrXGLKSHlw,Angry
1778,hMT0-rCIWMs,Angry
1779,mkXwjDvtdcw,Happy
1780,1b2C2Xrb4xY,Funny
1781,uVhoBCfWyNo,Funny
1783,uN2v1JRlJbs,Scary
1784,yBVUhZi1yPk,Happy
1786,CrTEvoqtz1s,Funny
1790,617hhPPy05U,Sad
1791,2Q6PiWlb7iw,Happy
1792,s2a3umvJWu0,Sad
1793,zB4lHZDYAfo,Angry
1794,Kn1pfXphp-w,Happy
1795,gWbFous0D44,Scary
1796,VHG9a9AgIxU,Angry
1797,OMYUkvZlnYk,Scary
1798,06ekfOzPu_s,Happy
1799,uc1TswSqmP4,Happy
1800,WCyyFpTw1xo,Scary
1801,Jwjk9wxUoPg,Scary
1802,W4dIGPcuqJ8,Happy
1803,BSrtWIpk0es,Sad
1806,ofgcojbYIoM,Happy
1808,PfhEVKZ-TTg,Scary
1809,nlmyKOgoLkk,Scary
1811,KZoO44PXXg4,Sad
1813,y-br3lMIIPY,Angry
1815,yjoU3wLM1Ps,Happy
1816,46xH1xlPQhM,Happy
1817,sziCnZmirLw,Sad
1818,IlMM5lCV_e8,Sad
1819,bX7yB0_XwdE,Sad
1822,FhaW-LGmrRw,Happy
1824,ytCz3MWEgG0,Happy
1826,BcbjlXrtVCQ,Sad
1827,o52VGjVVdy0,Sad
1829,0iFBjSBYyFk,Funny
1831,V9mA-ffztGA,Funny
1832,kc3B-bHicLA,Happy
1833,MYYuv-l58D8,Funny
1834,fjlCrN8D16c,Scary
1836,dSs4xfvATjc,Angry
1838,0z02GFGT-BI,Funny
1839,UreBF9qIHAI,Scary
1841,8ZmjHxUzsUU,Happy
1842,ZBihuWrNfzM,Scary
1843,ckdiqT_qAQE,Scary
1847,pFa9lZu2rRU,Sad
1848,ZQl_nShWrLs,Sad
1849,AhzOjaK_qyE,Sad
1850,s2JLxfjMnHU,Angry
1851,myuYtqDnAtU,Sad
1852,mJSyrApC81s,Happy
1853,845t6e-V-mA,Sad
1854,tbK-KKi8NWk,Funny
1857,a1YoBK5KaZY,Scary
1858,HoEIIikzPlc,Angry
1859,SR652MKboeg,Scary
1862,6Uc8X5p0grg,Happy
1863,P-L8hz01gWI,Angry
1865,O3PaANwh5zs,Scary
1866,v4-IlUNJBqA,Happy
1868,YyxX7b0D3zA,Angry
1870,VqdW-rWpQV4,Sad
1872,wTPI3MHqxSQ,Sad
1873,0KBZNyQ7ffs,Happy
1875,8TAmnb4cUrg,Happy
1876,iJaNc0pXIdI,Sad
1877,2MSGsYT2oZU,Sad
1878,4JU4MEkkj9M,Happy
1881,QQ4pzlWmzFg,Angry
1882,fuQY_7hDq4U,Sad
1884,p69KdXRWbSA,Funny
1885,6juDcqdUms0,Happy
1886,zBv4NYIBsCk,Funny
1887,lso4cnXXcMs,Sad
1888,u9aPmEbGjkw,Sad
1889,95ByAINOjRM,Funny
1892,JyBZpK51ikc,Sad
1894,FvcVX6B8N88,Sad
1895,zrWkbLQhC6o,Happy
1896,VxLzl0bu_dU,Funny
1897,8JJ-fnzNCkU,Funny
1898,1FpNkptebK8,Sad
1899,3lHc6tA5TBA,Funny
1900,rsolGTAkUro,Sad
1901,v7wUYxFTDbs,Scary
1902,0hCkdlUghvo,Scary
1903,tge8EEW-jTg,Funny
1904,51yUok9jXRE,Happy
1905,tUZB_Xf1m6k,Happy
1906,_NFaieiVIpY,Angry
1909,5atALm5yIgY,Happy
1912,7ZkCRgD-pdU,Sad
1913,iEpp1YQvjvI,Happy
1914,3W66ww9SYks,Scary
1915,1C7uJtdR9Qg,Sad
1916,KSVM0d_NYjk,Happy
1917,qo1-C_4kBQo,Happy
1918,5hze-FqmBLA,Angry
1919,HV4Ek4mZNsg,Scary
1920,4bYuZNjFOSg,Angry
1921,6j3RPESI5HU,Happy
1922,3hddrlReMkM,Angry
1923,as4h8I_cFo0,Funny
1924,MyV3QOQMyLU,Sad
1925,FRKGaIiNbeE,Sad
1926,u4JCGLhBILM,Sad
1927,cDE4eRiqeC0,Happy
1928,9zSysbi_M3c,Angry
1929,s2QTJybjOls,Scary
1930,tB3OUgi8nYA,Funny
1931,GvAJF2EeGwY,Scary
1932,Yiau7DypQi0,Scary
1933,E-4TXOiucIk,Sad
1934,4R1Kti0gwhw,Happy
1935,Js_3Aa214xY,Scary
1936,VjN571-9uAo,Happy
1938,1PSc0ivXL7A,Happy
1939,8xbxX8oBrOk,Sad
1940,0UPQVqVQeDY,Angry
1941,OWmrRaJfWtk,Angry
1942,pk-CQ8TjSbI,Scary
1943,5yE8UpK7pus,Funny
1944,HJUUamJQEo0,Funny
1945,5XhaDPiQR6c,Angry
1946,7hGw3f3y5Bc,Sad
1947,pLle5a7B9V0,Happy
1951,Smma1UYViRI,Scary
1953,cvbEeGhBgos,Scary
1955,zasGfGDxTPE,Happy
1960,oZrBHuIyl2M,Happy
1961,7CjDqcGyWoo,Sad
1962,8ETP3TkyWBo,Funny
1963,BGCkj9_7dSw,Sad
1964,VE5rTUKi7SI,Scary
1966,5H2Df21lnzw,Sad
1967,r9eo9jgFmpM,Sad
1968,0Iuvr3AXaGA,Sad
1970,zwc3o_rGmLg,Scary
1971,Mrocalmf-xk,Scary
1972,lMvMfK1Esh0,Funny
1974,ttXXPU8eZh4,Angry
1975,zmJQnbnpC2M,Angry
1976,SUHynudRvnQ,Angry
1978,fZAk3CBv-8A,Angry
1980,v-TxrSNOH5M,Sad
1981,009eTwJs9SQ,Happy
1982,3xFqT_fegTo,Sad
1986,oVemiQnH3zo,Funny
1987,a1-1CEZqkoM,Scary
1989,aP2LTYbs9PI,Funny
1991,LunY-ll3Zyo,Funny
1992,v5yu7LwPMSI,Scary
1993,M8R6-ZmWfr0,Funny
1994,YW5IEnx9Eys,Scary
1995,UnWHsFAr-5w,Scary
1997,00Kh4hi8H3E,Happy
1999,D9f6soBgRTA,Sad
2000,T51KMAzTGxA,Angry
2001,Y6u7TJhCqqk,Sad
2003,ApUMgQQZ1Wc,Happy
2004,fmhbcSM_sAU,Happy
2005,l_dwQuARgxY,Funny
2007,h9wjcvQkPcI,Angry
2008,bxF2vxTzlvo,Happy
2009,3JLjJDGkfac,Sad
2010,2vQTq4QLP8U,Funny
2011,iEJvpLQdu0A,Scary
2012,PRRN-YuG5DI,Funny
2014,wCJbdR9p3TE,Funny
2015,p0AfKyseeNg,Scary
2016,OaJwzXbsiZA,Funny
2017,3BsWIa4L8qU,Sad
2018,Cy2bnpxNEcE,Angry
2021,-p3gUcc8XPQ,Happy
2024,RtLJoj7SVU4,Scary
2025,9j_GCfX9vC8,Sad
2026,1IK4OeOqAEo,Sad
2027,lTuO-V--1pU,Funny
2031,c3t5sOaxN-c,Funny
2032,W8JVj6zjLo4,Sad
2034,71n_BUwLfgA,Scary
2036,L1y7jOhGmis,Funny
2037,CC1oaI8Ke3c,Happy
2038,yIwQ-acqMzM,Happy
2039,VE8LCTf2VNc,Scary
2040,udh8tklNR7o,Angry
2045,F2ctgfat9lc,Scary
2046,Nvpl4xoSTbk,Sad
2049,_-tM425icJw,Angry
2051,eqCb3P_ym8g,Angry
2052,9sI_G0Dmi3Y,Happy
2055,IQ9NN9DJybw,Sad
2056,MSuLn5404bY,Sad
2057,aGr2WPqeNCk,Angry
2058,YH6AumpaSl8,Funny
2059,CXT6F5XzdfE,Sad
2060,9MnGaZ_-9s8,Sad
2063,L7-sAzErUvM,Funny
2065,VoNN7LKxF5g,Scary
2066,j-O413K_8pY,Angry
2067,9nf_Sq0Y7xU,Scary
2068,0bpS1mcz5R8,Funny
2071,PdCe7aKoBNc,Funny
2072,L6h_UazecUo,Scary
2074,2LJlpuZnz2w,Sad
2076,pWYEv68ac9A,Angry
2077,sW7lFYkHFpw,Funny
2078,2OLy1evLVV0,Funny
2079,RDM66fWrkjM,Funny
2080,cYRsnYEPIiM,Scary
2081,_s4gJXvCuLo,Sad
2082,RM13LencaW0,Scary
2083,-IFc55LGpPY,Happy
2084,U7o2wpLkIuw,Funny
2085,79cJHHWT7-U,Scary
2086,Rz-ul5FaeTA,Angry
2089,2qKy7-k1w0w,Sad
2094,7RMjT8RjGcg,Sad
2095,_ITnRifrPoU,Scary
2096,3BO5wTmFvxU,Scary
2098,6BaG-k00WH8,Sad
2102,fFm4PzLfdWw,Sad
2103,2AD6HaYQXYc,Happy
2104,DSPsu2O6LU4,Sad
2105,72fTCPYGM68,Happy
2107,1v4fDkUgYLs,Sad
2108,qdFHA8km18E,Scary
2110,A9E-CDSqQvQ,Funny
2111,yNHjGUb5cnY,Sad
2114,B0DQyB5TlBU,Angry
2115,JRmfjBDKCpE,Angry
2117,gZKf65Gmo0E,Scary
2118,mlS2-4cSwOo,Sad
2119,lAfYik9uSbk,Happy
2121,0qO9Udl7Bso,Sad
2124,yNIZaqTHUnc,Sad
2125,HZDgMayF5pE,Sad
2126,hYLcMLbzEDk,Angry
2128,LI4gQDBCpaA,Happy
2129,kshCkc5a1Zs,Scary
2130,DtOIL6ta47A,Happy
2132,rEij961gzz8,Happy
2133,F6okvS7Pqz4,Angry
2135,DLdDqMA88VQ,Happy
2136,SMN2M0SYIxo,Scary
2137,iMxvoWf_3RQ,Scary
2139,y3mrPWd8Vxc,Scary
2140,8kRpkqsXlLo,Funny
2141,C2JZ8r_oHls,Angry
2142,i2S86ZRpiI0,Happy
2144,OM04OFjNPGw,Angry
2145,RoXK-XWenP8,Scary
2146,gn7MVrC5ens,Funny
2147,YD1SBZC6TtM,Sad
2149,JqXnBVuCj44,Scary
2150,YX3A0BbA2nM,Happy
2152,aZwwcUe9N1c,Scary
2155,GtnVVNsQ_1I,Funny
2158,KbfC5AdsDTQ,Scary
2159,ANd303-78ZY,Sad
2160,4IhNcBaesHo,Happy
2163,mmaf6YEUvZ4,Funny
2166,0MqPbFeZNGs,Sad
2167,0Y4AkFLMYQY,Sad
2168,0DTmG2nJDzM,Funny
2169,-g18vMSfhz8,Angry
2170,KTGIbyQMJE4,Angry
2171,jldS6XxT_Tc,Scary
2173,hyf-Mpg2-Rc,Angry
2174,KtCyyEYDctY,Happy
2175,m9dBCvZtlco,Scary
2178,ueYu2ELSxrE,Happy
2179,7a3_Q94DZ5E,Funny
2180,1zEck8RsgkQ,Happy
2185,S1PQ-dx_ywU,Happy
2188,gZJwkEQwbtI,Sad
2189,SYyMTsY9Ip8,Angry
2192,HWZwo6YkF4c,Funny
2193,LusgSiCaqpY,Sad
2194,8Ha5qGnT7lg,Sad
2198,VY3Qb2Nk1fI,Sad
2200,4jpcx12cxek,Scary
2206,Ruq1y6BOdjY,Happy
2208,usURc8w2Gek,Angry
2209,fslMZNQMAPU,Scary
2210,0VS6EVuvzSU,Angry
2211,0g9h0xf5FxU,Happy
2212,Ddi6TwJ23-s,Happy
2213,qEr0zTWUeoU,Happy
2214,ehEzRoP2g_w,Sad
2215,1r3A2iSa2vc,Funny
2216,EqlF0TEdjNU,Happy
2217,BhGHwNa_Xi8,Angry
2218,gXE4YIRmZpE,Happy
2219,GzM98AgO3uw,Angry
2224,cZ7mTnRMaCY,Funny
2226,KZsl0BVyqPo,Angry
2227,nyfp4FBZqpw,Happy
2228,wysPd3EXY1w,Sad
2229,PEngg_agoRM,Sad
2232,gssaYlzu0YU,Scary
2235,flkDcIBieco,Scary
2236,hlSqZ0I4cjk,Angry
2237,nGjWsnlYXUA,Sad
2239,vKjC5HTH22o,Funny
2241,skueCeVC5qQ,Sad
2242,omQ3-_hO_Ug,Sad
2243,M4273khH2m4,Happy
2245,5tHKNmmiUiY,Scary
2248,lY2_k3encdA,Angry
2252,idmGk8whsHQ,Scary
2255,KHZzX-ZzJl8,Funny
2256,I_NaDLVup1Q,Angry
2257,T1bP8PxcbLM,Happy
2258,gCWYFGryPHQ,Scary
2259,IxuoOawKq54,Sad
2260,34YoxBIeWto,Happy
2261,8ye08ZxbQw4,Sad
2265,QMdzyuVNhuo,Angry
2266,tUCrsXFs4Eg,Scary
2267,bqVAXIYFPTE,Scary
2268,9rQD8Trmcfs,Happy
2270,5h9GxIpq1UU,Scary
2271,NCfgWG-FbP8,Scary
2272,tr4xpryybOw,Happy
2273,dROwMjsi3pM,Angry
2275,-ewNbimoc84,Sad
2276,kjbBXzM97ag,Funny
2277,Ez8KfmbdQYw,Scary
2278,4U9YtC_c_K8,Sad
2280,4oQBOYPkUzs,Happy
2284,rPA_XdOHlks,Sad
2286,0fCpAuxrQ_I,Angry
2287,afb7pI_01O4,Angry
2288,ixcnKhNQJ_A,Scary
2289,wxE_MPiIXms,Scary
2292,y4GE7ugHClE,Happy
2295,Ut9s_Fa1Rj0,Scary
2296,2HTIQP0tvzM,Funny
2297,cX7k7M_4FRA,Scary
2298,zN4i_uy0wik,Angry
2299,-9Lh20bRmT0,Happy
2301,sogmlny4a_E,Happy
2302,0hu0qu-oDbw,Sad
2303,xARqIStS42I,Happy
2304,vDmUlgsDOP4,Angry
2308,0J4gAwC6Uxo,Happy
2309,sRgD4nYDJb0,Sad
2312,QFhmzRkUx0I,Angry
2313,jJnCSJKgz2Q,Scary
2315,mK9EAZtaMf0,Sad
2317,pm0dLfGe3kQ,Scary
2323,6BHLF1a8BPY,Angry
2324,UkGPgYYpa8U,Scary
2325,JgP2zX1IFmk,Angry
2327,D3GkmkIZhMA,Sad
2328,QFe71er5nPw,Scary
2329,YNK4juhtskE,Happy
2331,om6slKzVmn8,Funny
2332,sJCQBprtbT4,Sad
2337,bz1aRqzFEZQ,Happy
2339,6Ez1MVSe8UA,Scary
2340,-wymN80CiYU,Happy
2341,d25nuZXRyZg,Happy
2342,6vuYnh8y8Ys,Sad
2344,0F6nJBff7Xc,Funny
2346,--K3100xfu8,Sad
2348,-_69VuZGEHU,Scary
2349,hCyijbfJP1c,Angry
2350,9ESwsp_oEkQ,Sad
2351,9Q25_tJZP4Q,Happy
2353,9Jkavn-hF7I,Happy
2354,cGoNtbFFt38,Happy
2355,Aoc3C3CksHg,Angry
2356,a1lsCfbccbg,Funny
2357,NOsGVoeDDJU,Scary
2361,P0EWA4zhlv8,Happy
2362,8qf3RqXMPyo,Happy
2363,-8QBkOvux1s,Funny
2364,pKIwjmon3-M,Happy
2366,ecdYeRJYdzE,Sad
2367,4XxqUEa-fGE,Angry
2369,BzjkVaK7cTo,Happy
2373,UJ8Y-73lDu0,Angry
2374,UgdQQH5aVP8,Funny
2375,3g8UQSsixZc,Happy
2379,S91WiRa5oR4,Sad
2380,LKVP7-AizJ8,Sad
2383,-PKQjg3_4UE,Happy
2384,1KbB_8R9m4U,Sad
2385,G0me9EY-gWc,Angry
2386,R9WpkYO_G7M,Scary
2389,jk4r8elDvDs,Funny
2390,J9c55iviTp8,Angry
2392,fvBDY_0e8uI,Sad
2393,cGWAuLNeOx8,Sad
2396,-OC82H_fNWI,Happy
2397,WhOYyHsjgFc,Sad
2399,4TF4F9xHBH8,Sad
2400,NWpgYU0W71I,Funny
2401,2IYoEjrPcNU,Happy
2404,j4kL6d-UTSc,Happy
2405,sr8sSp1YQRE,Sad
2406,7X-g3nmUPDI,Angry
2407,W5AiS1Jsfr4,Sad
2408,o1r1-YkaJGY,Angry
2409,I_xxA2brcXY,Angry
2410,iWSQFeyFCVA,Scary
2412,vdkhW9Hli-Y,Sad
2414,gfOHoYUO1j8,Scary
2415,ol9VXCpQC4U,Funny
2416,JkAEDEdpjZw,Sad
