YID,label
6GVJV1R9STo,Happy
Z3K__CcBAho,Funny
UFxyXIEK52w,Funny
Hp7RYst_KHw,Funny
CN2LdU7iJcI,Happy
-x_QZDq0fok,Happy
-qCT1iOOVwg,Sad
0zRmaaAUgCM,Sad
kynYxZL79DQ,Scary
py8czlDYSMQ,Scary
XTTWdZsUJ_c,Scary
PjQiE-wHYxs,Sad
6qygLTUv9Yk,Sad
Fk7jiYKDRr8,Scary
Bi667rbqIhA,Funny
0OEeZPVwrfg,Happy
5M587BUfo0g,Funny
t92bvnPkJds,Scary
eVjcfdxSFKQ,Angry
gU6M5DdcfoE,Sad
c7n_T6mkMKE,Scary
a3GsjQSMPao,Sad
Yq6fv3PWdjM,Happy
Lc3D3MEH_T4,Happy
s-7-O-Av8OA,Angry
nh7dH4ASU0o,Funny
DQUBLgZkEzU,Happy
vQ6u6EYe1Qs,Angry
clT9Qjfa1lY,Sad
ImTzouwFC4w,Scary
24jOCxtGiR0,Happy
3UQZLdnz4QY,Happy
rnDzBXIC4xc,Scary
t5RqDGLiDvo,Angry
sIndBi5vamI,Sad
P3DkWKrqOmE,Funny
ZRhoeKDnz8o,Happy
GxuXUAJxHqk,Scary
06V_vWTLdyU,Sad
IANmJXVDW-k,Angry
hFzaUXa8NG8,Sad
-hLB9m90XKs,Happy
MfaKVJczejk,Angry
R6hVJD43PVs,Scary
5Zc_PxllpKk,Angry
rQF6obvVVkg,Funny
4VrvHeZY5Ck,Happy
OWLOY7z67mM,Funny
INQ76eQ5u08,Angry
GDEZKmvM52o,Scary
z0D3xfobvGw,Sad
fJAFY1a-lY4,Scary
Fx3B2UiPf3Q,Sad
0Ktyu12SEyc,Happy
0Y3XwgLU64E,Happy
-sI4ChXW2bU,Happy
BPtYfvQHqjQ,Happy
_sQQj1VOM6Y,Angry
-CIRc3lkWdk,Funny
7Us4WHDmfeA,Funny
0jopxRe33zw,Sad
DONLmtNLP_A,Funny
WIbDGncROHo,Sad
bkMTXaCRHn0,Scary
frsNgZe0k-U,Funny
_6BHBUpsubI,Funny
0W-5Ky-H1-M,Angry
8ffdVTnJdKI,Happy
OaV-ZyjNDFE,Sad
4osSJDoWwAs,Angry
8CQFXgruFU8,Sad
ALPxfxdw45Q,Funny
rPYJ2c5-YrY,Sad
TafzWeiILUU,Scary
Y_wdxS0piX8,Funny
iY9ceSenJAM,Scary
7lVzuV_iaQU,Happy
m-oSlJdcn7A,Angry
REcP2dA3E4Q,Scary
qtRQO7HmdH8,Funny
9u0uNcOTxaw,Scary
J5yyH0Dkang,Funny
bidLH7ihZhY,Sad
Efr4_AbksDE,Sad
n4doLyj43P4,Scary
X9lIdwJbBzk,Happy
MMP97miqDuk,Happy
j2KBwPeviXQ,Funny
Z1UnfsYiDRs,Scary
YQdqCSoeank,Scary
Qa-Qs9CtOOw,Scary
18WWTQwCrOI,Scary
rfAR3S2W_1g,Happy
-Va87o0GqKA,Scary
0BL-xfLjZ24,Funny
-eDAoheZrY8,Angry
6frT7Ypa60w,Angry
oPHULC8wovA,Funny
SeGMhckkEtE,Scary
VcdjZJAI8rw,Funny
q92hxVX2yps,Sad
UXSlysStu20,Happy
C0CzJ-zgXBg,Happy
O6cxzoh2KA8,Scary
-jryz4Y0bdc,Sad
D5diwPeBrMI,Scary
T3e1TrLzFr8,Sad
4esYm0UPSN8,Happy
1GPlq-nUNXI,Happy
bsZrfYZs7Fk,Scary
89IIWM3RPkU,Sad
bmG5k4QMEo0,Sad
0eCarEuO37Q,Sad
Zsld8blKkig,Funny
Viiwuyacjs4,Sad
vvOGiQ0OfNY,Sad
LLaCjwmJdqE,Angry
uryb6WbYEkQ,Funny
xLYKl4LjCd8,Sad
0VgOCzDxg1E,Scary
jpppy1JYxoM,Sad
2oe3MlfJrPQ,Sad
1AUDcEvrpgQ,Happy
3H6z-N1m_Vg,Sad
OvzxlorMl6I,Scary
GNo6JkAr3hk,Angry
6vz8G2wb1nc,Scary
9QI9mFOLuP8,Happy
jq9QQ7AQz9g,Scary
8Pl6ineaAe0,Happy
qU5hBNOV0zA,Sad
gm3UFMOUVlI,Sad
DvXu9a9WObY,Funny
nGdZMh9eSkk,Scary
znbzzpauqb8,Happy
LzSWdj4izHM,Funny
G0AZQ9hU4C0,Sad
hUO0P8G0GdM,Scary
hXP6PG5KJWs,Scary
Ob0Jtg_T1GM,Sad
NP4hvgFy1c0,Happy
O3qZgmAvve4,Happy
1IfM7zmvxkY,Scary
Sq6sRcVyUzk,Scary
8EfaTAbR8dk,Sad
XY0xKnay_8I,Scary
w2ilDhTZb2w,Sad
IBqtkpkU-x8,Funny
k5c-TkeL5GQ,Scary
2B5tVdQJlJc,Scary
b8p2D4RnWs0,Scary
cGjlxub3gCo,Scary
IeXLXGf0LPc,Angry
LpqOULl-jqI,Angry
zt26nvr9mFQ,Scary
KLvKpyl_cOA,Scary
csVSp42AeRE,Funny
xeeBVyAmPBY,Sad
ziCJco4YyOk,Angry
pCWtXCKhJbA,Scary
MGTW5RfpLeg,Funny
7AitaJqPeBk,Angry
6ayzMaXDJjM,Sad
zyQOn5x8jWw,Happy
2ATMQxWVpXk,Angry
tZ234Rs24SM,Sad
hpBTKIHEG8U,Sad
gToIE047fnc,Sad
iKblSFQgwRo,Scary
eQAC-1Z8A1k,Sad
GZpEFlsxTD0,Sad
UaU3qFb-5e4,Scary
cWLaTGKDOxI,Funny
dDAsKanwL8Q,Sad
DZpuq9lyVN8,Sad
T0oF8MyYhBM,Sad
fbktpSSVsW8,Funny
1ETRLeYxzJM,Sad
heV0_-FDj6E,Angry
CtViAVSuSeE,Scary
3gh1oldZ7Zc,Sad
2DvlihnVjYs,Angry
d8hc_BG2kU8,Scary
U9vCZzcTSrM,Scary
SNiqHWI8pc0,Sad
0bB__SSVBK0,Happy
40UxELInV7g,Funny
-xHz64wmxiw,Funny
A7HFZEaek2w,Sad
QzH-VpsVcC4,Angry
0yxwKnq5C48,Scary
mRAWNWDkyu4,Sad
z31iCbkqYyw,Angry
uy6Xm5cyKZM,Angry
-MWdadfxLW4,Happy
T18f8Hbe9dA,Sad
djzh_U3MOoQ,Sad
KwUQgKmiWWU,Angry
8ApaN43y2T4,Scary
pYyB8FDJ7mQ,Scary
oFKiOw8lIyU,Funny
suX7Cri4kAo,Happy
kJvz3-k2ZVE,Angry
jY1OJNVNczQ,Funny
w1ZULkTGysI,Scary
985LFZra9_g,Scary
f5yEU0DHRPg,Sad
d7OQkcXLPN0,Sad
X6t7FgenMXw,Happy
j-LgKQkf_y0,Happy
gn0LcH7qQwk,Sad
7WZwlOrRELI,Happy
0redjXuO5Q8,Scary
poBB5uLxrRE,Scary
flZIYs1_NXs,Scary
4RedhmRCAAM,Angry
86DUUTldUoM,Sad
r2gYE6-cGx8,Angry
5Y0pXprPxLg,Happy
6pO0R0euX_Q,Sad
AcBp0asj2Po,Happy
QgjNrt4r1zA,Sad
wUrHpW0ZmFM,Sad
gxke_TcsgnQ,Funny
3nbB3F-OdSM,Funny
1802Tu60Buw,Scary
gLrXGLKSHlw,Angry
hMT0-rCIWMs,Angry
mkXwjDvtdcw,Happy
1b2C2Xrb4xY,Funny
uVhoBCfWyNo,Funny
uN2v1JRlJbs,Scary
yBVUhZi1yPk,Happy
CrTEvoqtz1s,Funny
617hhPPy05U,Sad
2Q6PiWlb7iw,Happy
s2a3umvJWu0,Sad
zB4lHZDYAfo,Angry
Kn1pfXphp-w,Happy
gWbFous0D44,Scary
VHG9a9AgIxU,Angry
OMYUkvZlnYk,Scary
06ekfOzPu_s,Happy
uc1TswSqmP4,Happy
WCyyFpTw1xo,Scary
Jwjk9wxUoPg,Scary
W4dIGPcuqJ8,Happy
BSrtWIpk0es,Sad
ofgcojbYIoM,Happy
PfhEVKZ-TTg,Scary
nlmyKOgoLkk,Scary
KZoO44PXXg4,Sad
y-br3lMIIPY,Angry
yjoU3wLM1Ps,Happy
46xH1xlPQhM,Happy
sziCnZmirLw,Sad
IlMM5lCV_e8,Sad
bX7yB0_XwdE,Sad
FhaW-LGmrRw,Happy
ytCz3MWEgG0,Happy
BcbjlXrtVCQ,Sad
o52VGjVVdy0,Sad
0iFBjSBYyFk,Funny
V9mA-ffztGA,Funny
kc3B-bHicLA,Happy
MYYuv-l58D8,Funny
fjlCrN8D16c,Scary
dSs4xfvATjc,Angry
0z02GFGT-BI,Funny
UreBF9qIHAI,Scary
8ZmjHxUzsUU,Happy
ZBihuWrNfzM,Scary
ckdiqT_qAQE,Scary
pFa9lZu2rRU,Sad
ZQl_nShWrLs,Sad
AhzOjaK_qyE,Sad
s2JLxfjMnHU,Angry
myuYtqDnAtU,Sad
mJSyrApC81s,Happy
845t6e-V-mA,Sad
tbK-KKi8NWk,Funny
a1YoBK5KaZY,Scary
HoEIIikzPlc,Angry
SR652MKboeg,Scary
6Uc8X5p0grg,Happy
P-L8hz01gWI,Angry
O3PaANwh5zs,Scary
v4-IlUNJBqA,Happy
YyxX7b0D3zA,Angry
VqdW-rWpQV4,Sad
wTPI3MHqxSQ,Sad
0KBZNyQ7ffs,Happy
8TAmnb4cUrg,Happy
iJaNc0pXIdI,Sad
2MSGsYT2oZU,Sad
4JU4MEkkj9M,Happy
QQ4pzlWmzFg,Angry
fuQY_7hDq4U,Sad
p69KdXRWbSA,Funny
6juDcqdUms0,Happy
zBv4NYIBsCk,Funny
lso4cnXXcMs,Sad
u9aPmEbGjkw,Sad
95ByAINOjRM,Funny
JyBZpK51ikc,Sad
FvcVX6B8N88,Sad
zrWkbLQhC6o,Happy
VxLzl0bu_dU,Funny
8JJ-fnzNCkU,Funny
1FpNkptebK8,Sad
3lHc6tA5TBA,Funny
rsolGTAkUro,Sad
v7wUYxFTDbs,Scary
0hCkdlUghvo,Scary
tge8EEW-jTg,Funny
51yUok9jXRE,Happy
tUZB_Xf1m6k,Happy
_NFaieiVIpY,Angry
5atALm5yIgY,Happy
7ZkCRgD-pdU,Sad
iEpp1YQvjvI,Happy
3W66ww9SYks,Scary
1C7uJtdR9Qg,Sad
KSVM0d_NYjk,Happy
qo1-C_4kBQo,Happy
5hze-FqmBLA,Angry
HV4Ek4mZNsg,Scary
4bYuZNjFOSg,Angry
6j3RPESI5HU,Happy
3hddrlReMkM,Angry
as4h8I_cFo0,Funny
MyV3QOQMyLU,Sad
FRKGaIiNbeE,Sad
u4JCGLhBILM,Sad
cDE4eRiqeC0,Happy
9zSysbi_M3c,Angry
s2QTJybjOls,Scary
tB3OUgi8nYA,Funny
GvAJF2EeGwY,Scary
Yiau7DypQi0,Scary
E-4TXOiucIk,Sad
4R1Kti0gwhw,Happy
Js_3Aa214xY,Scary
VjN571-9uAo,Happy
1PSc0ivXL7A,Happy
8xbxX8oBrOk,Sad
0UPQVqVQeDY,Angry
OWmrRaJfWtk,Angry
pk-CQ8TjSbI,Scary
5yE8UpK7pus,Funny
HJUUamJQEo0,Funny
5XhaDPiQR6c,Angry
7hGw3f3y5Bc,Sad
pLle5a7B9V0,Happy
Smma1UYViRI,Scary
cvbEeGhBgos,Scary
zasGfGDxTPE,Happy
oZrBHuIyl2M,Happy
7CjDqcGyWoo,Sad
8ETP3TkyWBo,Funny
BGCkj9_7dSw,Sad
VE5rTUKi7SI,Scary
5H2Df21lnzw,Sad
r9eo9jgFmpM,Sad
0Iuvr3AXaGA,Sad
zwc3o_rGmLg,Scary
Mrocalmf-xk,Scary
lMvMfK1Esh0,Funny
ttXXPU8eZh4,Angry
zmJQnbnpC2M,Angry
SUHynudRvnQ,Angry
fZAk3CBv-8A,Angry
v-TxrSNOH5M,Sad
009eTwJs9SQ,Happy
3xFqT_fegTo,Sad
oVemiQnH3zo,Funny
a1-1CEZqkoM,Scary
aP2LTYbs9PI,Funny
LunY-ll3Zyo,Funny
v5yu7LwPMSI,Scary
M8R6-ZmWfr0,Funny
YW5IEnx9Eys,Scary
UnWHsFAr-5w,Scary
00Kh4hi8H3E,Happy
D9f6soBgRTA,Sad
T51KMAzTGxA,Angry
Y6u7TJhCqqk,Sad
ApUMgQQZ1Wc,Happy
fmhbcSM_sAU,Happy
l_dwQuARgxY,Funny
h9wjcvQkPcI,Angry
bxF2vxTzlvo,Happy
3JLjJDGkfac,Sad
2vQTq4QLP8U,Funny
iEJvpLQdu0A,Scary
PRRN-YuG5DI,Funny
wCJbdR9p3TE,Funny
p0AfKyseeNg,Scary
OaJwzXbsiZA,Funny
3BsWIa4L8qU,Sad
Cy2bnpxNEcE,Angry
-p3gUcc8XPQ,Happy
RtLJoj7SVU4,Scary
9j_GCfX9vC8,Sad
1IK4OeOqAEo,Sad
lTuO-V--1pU,Funny
c3t5sOaxN-c,Funny
W8JVj6zjLo4,Sad
71n_BUwLfgA,Scary
L1y7jOhGmis,Funny
CC1oaI8Ke3c,Happy
yIwQ-acqMzM,Happy
VE8LCTf2VNc,Scary
udh8tklNR7o,Angry
F2ctgfat9lc,Scary
Nvpl4xoSTbk,Sad
_-tM425icJw,Angry
eqCb3P_ym8g,Angry
9sI_G0Dmi3Y,Happy
IQ9NN9DJybw,Sad
MSuLn5404bY,Sad
aGr2WPqeNCk,Angry
YH6AumpaSl8,Funny
CXT6F5XzdfE,Sad
9MnGaZ_-9s8,Sad
L7-sAzErUvM,Funny
VoNN7LKxF5g,Scary
j-O413K_8pY,Angry
9nf_Sq0Y7xU,Scary
0bpS1mcz5R8,Funny
PdCe7aKoBNc,Funny
L6h_UazecUo,Scary
2LJlpuZnz2w,Sad
pWYEv68ac9A,Angry
sW7lFYkHFpw,Funny
2OLy1evLVV0,Funny
RDM66fWrkjM,Funny
cYRsnYEPIiM,Scary
_s4gJXvCuLo,Sad
RM13LencaW0,Scary
-IFc55LGpPY,Happy
U7o2wpLkIuw,Funny
79cJHHWT7-U,Scary
Rz-ul5FaeTA,Angry
2qKy7-k1w0w,Sad
7RMjT8RjGcg,Sad
_ITnRifrPoU,Scary
3BO5wTmFvxU,Scary
6BaG-k00WH8,Sad
fFm4PzLfdWw,Sad
2AD6HaYQXYc,Happy
DSPsu2O6LU4,Sad
72fTCPYGM68,Happy
1v4fDkUgYLs,Sad
qdFHA8km18E,Scary
A9E-CDSqQvQ,Funny
yNHjGUb5cnY,Sad
B0DQyB5TlBU,Angry
JRmfjBDKCpE,Angry
gZKf65Gmo0E,Scary
mlS2-4cSwOo,Sad
lAfYik9uSbk,Happy
0qO9Udl7Bso,Sad
yNIZaqTHUnc,Sad
HZDgMayF5pE,Sad
hYLcMLbzEDk,Angry
LI4gQDBCpaA,Happy
kshCkc5a1Zs,Scary
DtOIL6ta47A,Happy
rEij961gzz8,Happy
F6okvS7Pqz4,Angry
DLdDqMA88VQ,Happy
SMN2M0SYIxo,Scary
iMxvoWf_3RQ,Scary
y3mrPWd8Vxc,Scary
8kRpkqsXlLo,Funny
C2JZ8r_oHls,Angry
i2S86ZRpiI0,Happy
OM04OFjNPGw,Angry
RoXK-XWenP8,Scary
gn7MVrC5ens,Funny
YD1SBZC6TtM,Sad
JqXnBVuCj44,Scary
YX3A0BbA2nM,Happy
aZwwcUe9N1c,Scary
GtnVVNsQ_1I,Funny
KbfC5AdsDTQ,Scary
ANd303-78ZY,Sad
4IhNcBaesHo,Happy
mmaf6YEUvZ4,Funny
0MqPbFeZNGs,Sad
0Y4AkFLMYQY,Sad
0DTmG2nJDzM,Funny
-g18vMSfhz8,Angry
KTGIbyQMJE4,Angry
jldS6XxT_Tc,Scary
hyf-Mpg2-Rc,Angry
KtCyyEYDctY,Happy
m9dBCvZtlco,Scary
ueYu2ELSxrE,Happy
7a3_Q94DZ5E,Funny
1zEck8RsgkQ,Happy
S1PQ-dx_ywU,Happy
gZJwkEQwbtI,Sad
SYyMTsY9Ip8,Angry
HWZwo6YkF4c,Funny
LusgSiCaqpY,Sad
8Ha5qGnT7lg,Sad
VY3Qb2Nk1fI,Sad
4jpcx12cxek,Scary
Ruq1y6BOdjY,Happy
usURc8w2Gek,Angry
fslMZNQMAPU,Scary
0VS6EVuvzSU,Angry
0g9h0xf5FxU,Happy
Ddi6TwJ23-s,Happy
qEr0zTWUeoU,Happy
ehEzRoP2g_w,Sad
1r3A2iSa2vc,Funny
EqlF0TEdjNU,Happy
BhGHwNa_Xi8,Angry
gXE4YIRmZpE,Happy
GzM98AgO3uw,Angry
cZ7mTnRMaCY,Funny
KZsl0BVyqPo,Angry
nyfp4FBZqpw,Happy
wysPd3EXY1w,Sad
PEngg_agoRM,Sad
gssaYlzu0YU,Scary
flkDcIBieco,Scary
hlSqZ0I4cjk,Angry
nGjWsnlYXUA,Sad
vKjC5HTH22o,Funny
skueCeVC5qQ,Sad
omQ3-_hO_Ug,Sad
M4273khH2m4,Happy
5tHKNmmiUiY,Scary
lY2_k3encdA,Angry
idmGk8whsHQ,Scary
KHZzX-ZzJl8,Funny
I_NaDLVup1Q,Angry
T1bP8PxcbLM,Happy
gCWYFGryPHQ,Scary
IxuoOawKq54,Sad
34YoxBIeWto,Happy
8ye08ZxbQw4,Sad
QMdzyuVNhuo,Angry
tUCrsXFs4Eg,Scary
bqVAXIYFPTE,Scary
9rQD8Trmcfs,Happy
5h9GxIpq1UU,Scary
NCfgWG-FbP8,Scary
tr4xpryybOw,Happy
dROwMjsi3pM,Angry
-ewNbimoc84,Sad
kjbBXzM97ag,Funny
Ez8KfmbdQYw,Scary
4U9YtC_c_K8,Sad
4oQBOYPkUzs,Happy
rPA_XdOHlks,Sad
0fCpAuxrQ_I,Angry
afb7pI_01O4,Angry
ixcnKhNQJ_A,Scary
wxE_MPiIXms,Scary
y4GE7ugHClE,Happy
Ut9s_Fa1Rj0,Scary
2HTIQP0tvzM,Funny
cX7k7M_4FRA,Scary
zN4i_uy0wik,Angry
-9Lh20bRmT0,Happy
sogmlny4a_E,Happy
0hu0qu-oDbw,Sad
xARqIStS42I,Happy
vDmUlgsDOP4,Angry
0J4gAwC6Uxo,Happy
sRgD4nYDJb0,Sad
QFhmzRkUx0I,Angry
jJnCSJKgz2Q,Scary
mK9EAZtaMf0,Sad
pm0dLfGe3kQ,Scary
6BHLF1a8BPY,Angry
UkGPgYYpa8U,Scary
JgP2zX1IFmk,Angry
D3GkmkIZhMA,Sad
QFe71er5nPw,Scary
YNK4juhtskE,Happy
om6slKzVmn8,Funny
sJCQBprtbT4,Sad
bz1aRqzFEZQ,Happy
6Ez1MVSe8UA,Scary
-wymN80CiYU,Happy
d25nuZXRyZg,Happy
6vuYnh8y8Ys,Sad
0F6nJBff7Xc,Funny
--K3100xfu8,Sad
-_69VuZGEHU,Scary
hCyijbfJP1c,Angry
9ESwsp_oEkQ,Sad
9Q25_tJZP4Q,Happy
9Jkavn-hF7I,Happy
cGoNtbFFt38,Happy
Aoc3C3CksHg,Angry
a1lsCfbccbg,Funny
NOsGVoeDDJU,Scary
P0EWA4zhlv8,Happy
8qf3RqXMPyo,Happy
-8QBkOvux1s,Funny
pKIwjmon3-M,Happy
ecdYeRJYdzE,Sad
4XxqUEa-fGE,Angry
BzjkVaK7cTo,Happy
UJ8Y-73lDu0,Angry
UgdQQH5aVP8,Funny
3g8UQSsixZc,Happy
S91WiRa5oR4,Sad
LKVP7-AizJ8,Sad
-PKQjg3_4UE,Happy
1KbB_8R9m4U,Sad
G0me9EY-gWc,Angry
R9WpkYO_G7M,Scary
jk4r8elDvDs,Funny
J9c55iviTp8,Angry
fvBDY_0e8uI,Sad
cGWAuLNeOx8,Sad
-OC82H_fNWI,Happy
WhOYyHsjgFc,Sad
4TF4F9xHBH8,Sad
NWpgYU0W71I,Funny
2IYoEjrPcNU,Happy
j4kL6d-UTSc,Happy
sr8sSp1YQRE,Sad
7X-g3nmUPDI,Angry
W5AiS1Jsfr4,Sad
o1r1-YkaJGY,Angry
I_xxA2brcXY,Angry
iWSQFeyFCVA,Scary
vdkhW9Hli-Y,Sad
gfOHoYUO1j8,Scary
ol9VXCpQC4U,Funny
JkAEDEdpjZw,Sad
M3ZqtoYCh4s,Funny
wY9woI8SP9c,Happy
aONX3E7NPH8,Scary
yfnaI6h8p1E,Sad
rpp58OmWBDY,Sad
cwHsoYIpD5c,Scary
Ha7O_U2vdLE,Scary
91PVD5819hA,Sad
vqjWj9fxws0,Happy
3Am1I1MvZ6k,Happy
xCFNIR9LVTc,Sad
aATlTyQwx5A,Sad
bELomWxxM7Y,Funny
svNayU6q3Dg,Happy
riWDIZHMTf8,Scary
_bRJZzt-64Q,Angry
xcXUaWORef8,Funny
drFRQOYj6IQ,Scary
i_Iglr5oJgg,Sad
sWb9D0D87DU,Funny
lexrxds076o,Scary
isl0z1CGfDM,Happy
Vy2531V-UVQ,Happy
rxjz0gdGvyA,Angry
Q81Zjqizp5I,Funny
fw5v1UEpMgI,Funny
p7265x3FBqo,Sad
yLyuFNAaOAo,Funny
P7B5pGEwy60,Scary
Fad9uxVCN8M,Funny
IFyBxXpb1HI,Scary
iMmYVLSb1IY,Scary
YsJp0h6oF5g,Sad
22Hiqt-pc-o,Happy
WqIOiWJ_5J0,Scary
5xuHja_RY5c,Scary
SL6tKv9hLFQ,Angry
W02zh6u9MaA,Angry
nCVD_0OQkAM,Angry
Qhb6pqQOkBc,Scary
3MDg1XN_5nE,Funny
sytdnmy0sRs,Happy
tRsoxNttN3g,Scary
c5NWxhI59Ao,Happy
nFuSFiXf7jo,Happy
h6NLNF6Pt4I,Sad
wdm7I9VKmEA,Funny
-60D1x-whAU,Angry
yNm2Kg3nEYQ,Scary
UkTWTkIl0qs,Happy
4PNPgaLKFlc,Happy
_nnoiAPtYg8,Angry
AcPW4XUDZLs,Scary
h5ofc2B2Xh8,Sad
9VwnFT4uxJU,Angry
cLGMgZBSmiM,Angry
40iJCE2LuRA,Angry
udQQrQB-gr4,Angry
Q2lQuyoqAcw,Angry
ZtmU1CW-rI8,Scary
VQMhRcMaPSs,Sad
ZpqWL3YTjOI,Angry
lFIHo8l12OA,Funny
3DXQ-qAlWyg,Funny
WxhS48XPWZw,Sad
34lHZSK31qg,Funny
EAIKWjZ7__U,Sad
vcdujDMhV2o,Funny
bHVfzdwg61M,Funny
BsoZMlGSmDc,Happy
WF0LvEGh8NM,Scary
By_HMlxvexY,Angry
0tvYPZdqS8k,Happy
ht5nAzE4lzI,Funny
0g4waTKz53Q,Happy
cZAV5qUhUVg,Scary
st9GFcHCUO4,Funny
8uahexc2sI0,Funny
zaSVmpaent4,Scary
W8Xh3G0VZA4,Scary
3T9DuBvGFiU,Sad
fsnI70UpWbw,Funny
rN6PRVFp7MU,Scary
_4-gw4Ylyzo,Happy
Waz1aUmYwuc,Funny
0bLHJAeW6ic,Scary
0axte0vgk0U,Scary
AdgNcpKWobM,Funny
PDXqipLpods,Scary
VKlB4AADXP4,Happy
1WnW6olT-yQ,Scary
MCXUOZ-RLUw,Scary
qd_F-nMTy3I,Scary
-0vyZZqL3TQ,Funny
-mi_SZSCDlE,Sad
pzsYqbNVW_8,Happy
vZYOFoq0500,Funny
SKOspYkiiBM,Funny
lQbWVtldiLo,Angry
R4yzmxkzYLA,Scary
M_wDFkRr-mI,Funny
hd4qB2gFFK0,Scary
tg29i2QByko,Sad
3w0Nn2hg8zk,Sad
N3ZVjI2v5bw,Scary
tJ5rEbRsT14,Angry
mBVMiWXNdNI,Scary
dyuIqzgq2Co,Scary
7oQcqeSqZac,Funny
t9Y9ruWzN_U,Happy
z6ob6JOLcoM,Scary
s_BKo_1LzJM,Funny
0QB7AyUDCyE,Sad
3K3SiEB0J1o,Scary
woPp5R1KGX8,Scary
1RY5rvNKjKY,Scary
zJwkQmDp4Wo,Sad
fyFmCZFcC08,Sad
YSxziTc0XhM,Scary
NC1nrTQ2XBA,Sad
l5u-g3M0v2Y,Sad
-qsp9vUOAeU,Happy
2_dL-0FzxTE,Funny
BNzrif2Z9xQ,Angry
5kQNu2ExQK4,Angry
zhFvXBwWCSE,Scary
fXYkgtrOmRI,Scary
oy0sdL9QLv4,Sad
Prd0NyzldNA,Sad
TNsE5Yl7hKE,Scary
2dE0kpuMKG8,Sad
4oxRo60vMwQ,Funny
fao2eAXx1Cw,Scary
ise1MtnEDls,Happy
Y0u6Fv6TS38,Sad
RWsSe4rmkog,Sad
sJzb2AhqkSg,Happy
4cSh81-FNIc,Scary
y3xBNEZ04iQ,Scary
1RGcDm-HMLs,Happy
fcjKGQsqD2I,Happy
7gnI3eSRzyQ,Happy
iI3AmqBEWTw,Angry
jYP3pdG3N5g,Scary
oXHbERMcmUQ,Happy
wnv_XmQddsw,Sad
0HZ_1W7MGa4,Scary
yap53rAALE4,Scary
bwVTcWEAu-E,Funny
kL9rFGkr-XQ,Angry
VJRgqlmue2I,Scary
1u58vG_XV9E,Sad
iS7khx1KUt0,Sad
zKuDe7wx3VQ,Sad
931eFCCQZWM,Scary
oGjyx7UI0Jc,Sad
3yh0LZn4AY8,Happy
quPEjOXsOus,Sad
DDNTaRFk-EQ,Scary
Ek0biGdkaYM,Angry
fIVkHUtiNJs,Funny
B7ZNC8h8Mmw,Scary
-Z1pHmAonwc,Scary
bBV5T2Yz-so,Scary
M4FO0JYcutA,Happy
1FRMm8wDKVk,Happy
rZTjzSr7osc,Scary
S_Qd6r2SjFQ,Happy
x1HQAJCgKQU,Angry
VKJS49p4wXk,Angry
o4n8ypsaLkE,Scary
gfIqYbQQq10,Angry
T7IseZHeibE,Funny
Np6Xh7ZxwNg,Scary
yZN4vzQcWg0,Scary
n66R7kP-XvM,Happy
JdEXUz9-93o,Angry
Vr7wbGcvFts,Happy
2G5bSYHcJSM,Funny
2Wi730CykFU,Happy
K7kbko6uZt8,Sad
ODiQz39VhNo,Sad
CnTMm-bzssM,Sad
lGWbAR4qI5A,Angry
eG_wyuBnV1s,Happy
dDRZkHQj3Xg,Happy
0jE1XHKwv0Q,Happy
rSApfh99ZLc,Scary
Qc0AVKsdXSY,Happy
c8OjQ_EOFkw,Angry
BfU6Rg9tzNU,Funny
D9VNnmOdNfk,Angry
WoHtGEcCMFU,Scary
Z3LufnbAW4Y,Sad
sT-TDqsscWw,Sad
dCly63sIg_E,Angry
wzAbrbfey10,Sad
umFunHb-DUQ,Funny
0aXi7kaH4Ck,Happy
zbd19Bk4trs,Scary
JvbNa3TAu2w,Sad
6hNHc3eyvK4,Funny
uSlmXoTJwt0,Scary
U3aTchrPLW8,Scary
dE_E3c10K7Y,Scary
3eI26IC9Cb0,Sad
9PbVJLYTXUA,Happy
4m_gcr5Jmqs,Sad
5ieMy-PAKA0,Sad
1bZ2m72WGc8,Happy
yN9aX1vpXsI,Happy
-KWw_7x0GNw,Sad
UsHtZ7Bzi0s,Angry
BspRsfrjODY,Scary
lj91a6W91J8,Scary
PD3UxkCI73M,Angry
OhmiEsqvHp4,Sad
nipCje7GK6c,Sad
ce6WMjKznt4,Scary
QtroTD_kkZg,Sad
5zl7BYDe3Ck,Sad
-qcATbadn60,Scary
kIsZmx7sYh0,Scary
a37-zTEmb-U,Funny
v-wWClYOEXA,Sad
mlpTCec4igo,Happy
7W2UA2H3YZo,Happy
tzV7n-HDoAo,Sad
1pCQp8cw6tw,Sad
BtQR65wDQPM,Happy
5jD10IfFuBo,Happy
KeCsLCs1lwo,Scary
fG6FUvY7_J0,Funny
-aWyzSBS-uQ,Happy
02Nz6LlHwV8,Happy
FTdcanPJw6E,Angry
JT7oakYAlcg,Funny
EpHbSOjicEw,Scary
F7xgqWF24XE,Happy
VQMyZ3VCuq0,Funny
wfExkoE_1Gw,Funny
T8zQA4aJj_c,Happy
_vRLwy-Uhr8,Happy
1QdCKRaX82g,Funny
P-0gZ2PqeLU,Scary
07DJbwEh-y4,Scary
wd13gci2L7A,Happy
O3gtMeSXhw8,Scary
o65o9tjkmwU,Happy
iP7PO5zJvR8,Funny
7zOlSybiWqg,Scary
uqbVdJ7Z9iY,Sad
