YID,label
_nnoiAPtYg8,Angry
AcPW4XUDZLs,Scary
h5ofc2B2Xh8,Sad
9VwnFT4uxJU,Angry
cLGMgZBSmiM,Angry
40iJCE2LuRA,Angry
-onC1ampivc,Tender
2HE8oRsoTLg,Tender
udQQrQB-gr4,Angry
eF2x-Br-IO4,Tender
Q2lQuyoqAcw,Angry
ZtmU1CW-rI8,Scary
AyjpqH6n9iA,Tender
VQMhRcMaPSs,Sad
WP1r7vX9b7w,Tender
ZpqWL3YTjOI,Angry
f0bUtmlQS7U,Tender
lFIHo8l12OA,Funny
3DXQ-qAlWyg,Funny
WxhS48XPWZw,Sad
34lHZSK31qg,Funny
EAIKWjZ7__U,Sad
vcdujDMhV2o,Funny
ZNAuicNH9mY,Tender
bHVfzdwg61M,Funny
0njMZxsokJs,Tender
BsoZMlGSmDc,Happy
WF0LvEGh8NM,Scary
jMiua5WyL5w,Tender
By_HMlxvexY,Angry
kny1ORtECu0,Tender
3UmUXqBtH_U,Tender
0tvYPZdqS8k,Happy
ht5nAzE4lzI,Funny
0g4waTKz53Q,Happy
cZAV5qUhUVg,Scary
st9GFcHCUO4,Funny
8uahexc2sI0,Funny
zaSVmpaent4,Scary
W8Xh3G0VZA4,Scary
3T9DuBvGFiU,Sad
fsnI70UpWbw,Funny
rN6PRVFp7MU,Scary
_4-gw4Ylyzo,Happy
Waz1aUmYwuc,Funny
AyZ9CB19wD0,Tender
0bLHJAeW6ic,Scary
a0BhS82OV7U,Tender
0axte0vgk0U,Scary
AdgNcpKWobM,Funny
PDXqipLpods,Scary
VKlB4AADXP4,Happy
nUXXZoSRMQ8,Tender
1WnW6olT-yQ,Scary
DzpidGyjLuo,Tender
MCXUOZ-RLUw,Scary
C4Oz8OQbU_k,Tender
19K81v5UZ2k,Tender
qd_F-nMTy3I,Scary
-0vyZZqL3TQ,Funny
-mi_SZSCDlE,Sad
pzsYqbNVW_8,Happy
N_ptz_emPiw,Tender
vZYOFoq0500,Funny
SKOspYkiiBM,Funny
lQbWVtldiLo,Angry
R4yzmxkzYLA,Scary
M_wDFkRr-mI,Funny
51WBzONliyM,Tender
hd4qB2gFFK0,Scary
tg29i2QByko,Sad
3w0Nn2hg8zk,Sad
N3ZVjI2v5bw,Scary
tJ5rEbRsT14,Angry
mBVMiWXNdNI,Scary
5B1U0ZXqMco,Tender
dyuIqzgq2Co,Scary
ZSMVP2UqXo8,Tender
loMt3il6mKM,Tender
yPCLoXuxE7A,Tender
7oQcqeSqZac,Funny
t9Y9ruWzN_U,Happy
z6ob6JOLcoM,Scary
s_BKo_1LzJM,Funny
DxTR-RQ2Fls,Tender
-Hpcyqo5c5s,Tender
pnbCgiTcDFc,Tender
0nv4qdQhcsM,Tender
2cLIlVPMBwE,Tender
0QB7AyUDCyE,Sad
3K3SiEB0J1o,Scary
8aiOhQD-WNw,Tender
woPp5R1KGX8,Scary
1Is1xfDjZrw,Tender
X1pFgq0M6k0,Tender
1RY5rvNKjKY,Scary
q0YN6bdsZm0,Tender
zJwkQmDp4Wo,Sad
fyFmCZFcC08,Sad
YSxziTc0XhM,Scary
NC1nrTQ2XBA,Sad
UfjVGiZSZZs,Tender
l5u-g3M0v2Y,Sad
0-isebvnS_0,Tender
IF8O9nlvj_M,Tender
-qsp9vUOAeU,Happy
k4PNKOL6Mo8,Tender
2_dL-0FzxTE,Funny
AgWMQvd_e8I,Tender
BNzrif2Z9xQ,Angry
Hh4viVCByLE,Tender
6hy3J2TWX1U,Tender
_OqqoSGKzqI,Tender
5kQNu2ExQK4,Angry
zhFvXBwWCSE,Scary
fXYkgtrOmRI,Scary
oy0sdL9QLv4,Sad
Prd0NyzldNA,Sad
TNsE5Yl7hKE,Scary
2dE0kpuMKG8,Sad
4oxRo60vMwQ,Funny
fao2eAXx1Cw,Scary
3G7rTTCf-jY,Tender
ise1MtnEDls,Happy
Y0u6Fv6TS38,Sad
YhgJS_RnR9Q,Tender
RWsSe4rmkog,Sad
ZEwLzg9NIaE,Tender
rmLxIHvG4DA,Tender
rbYo8Tb8gAw,Tender
sJzb2AhqkSg,Happy
4cSh81-FNIc,Scary
y3xBNEZ04iQ,Scary
1RGcDm-HMLs,Happy
qR8RnKmP2BY,Tender
fcjKGQsqD2I,Happy
dAyXylc58qI,Tender
GBJ6SCI0TEU,Tender
7gnI3eSRzyQ,Happy
06ZQiogika4,Tender
iI3AmqBEWTw,Angry
jYP3pdG3N5g,Scary
kLzQxyzoJAg,Tender
77yLQ8eU-lw,Tender
Y5_-z7PFCGw,Tender
rsoCe_bbuMY,Tender
oXHbERMcmUQ,Happy
wnv_XmQddsw,Sad
27C7AcpIs6I,Tender
0HZ_1W7MGa4,Scary
0Z6g0L-rGnc,Tender
yap53rAALE4,Scary
-b13_uJZbwM,Tender
bwVTcWEAu-E,Funny
EInyOagDPyA,Tender
kL9rFGkr-XQ,Angry
VJRgqlmue2I,Scary
Z-LVlwirr9o,Tender
1u58vG_XV9E,Sad
iS7khx1KUt0,Sad
zKuDe7wx3VQ,Sad
931eFCCQZWM,Scary
oGjyx7UI0Jc,Sad
3yh0LZn4AY8,Happy
8lw-u_gsucM,Tender
quPEjOXsOus,Sad
DDNTaRFk-EQ,Scary
Ek0biGdkaYM,Angry
fIVkHUtiNJs,Funny
X6S0rMLEcj8,Tender
0CBYpJUQKrU,Tender
B7ZNC8h8Mmw,Scary
-Z1pHmAonwc,Scary
bBV5T2Yz-so,Scary
_CqZv5u8hgE,Tender
M4FO0JYcutA,Happy
1FRMm8wDKVk,Happy
rZTjzSr7osc,Scary
lY_W-VnMa8A,Tender
KQVHuRnfNg0,Tender
8DHBHODPWk4,Tender
23JX-yRemGA,Tender
cc82c9FYkiI,Tender
S_Qd6r2SjFQ,Happy
1OlkG2lNJ8o,Tender
5MAVpF95kR0,Tender
x1HQAJCgKQU,Angry
inmF8UK9IAA,Tender
VKJS49p4wXk,Angry
o4n8ypsaLkE,Scary
gfIqYbQQq10,Angry
T7IseZHeibE,Funny
3ubL0LS2Ps8,Tender
Np6Xh7ZxwNg,Scary
yZN4vzQcWg0,Scary
n66R7kP-XvM,Happy
JdEXUz9-93o,Angry
Vr7wbGcvFts,Happy
2G5bSYHcJSM,Funny
xQDLKmCFEw4,Tender
0-ERWg6Spgo,Tender
ZXNCYXI5Nqc,Tender
2Wi730CykFU,Happy
K7kbko6uZt8,Sad
1KAj2YvhFQo,Tender
1svrOfS6bkI,Tender
ODiQz39VhNo,Sad
CnTMm-bzssM,Sad
lGWbAR4qI5A,Angry
eG_wyuBnV1s,Happy
dDRZkHQj3Xg,Happy
0jE1XHKwv0Q,Happy
rSApfh99ZLc,Scary
Zznr_GXeB-4,Tender
Qc0AVKsdXSY,Happy
Q8K1mZKNfOE,Tender
c8OjQ_EOFkw,Angry
BfU6Rg9tzNU,Funny
4R_NS2nrlUk,Tender
D9VNnmOdNfk,Angry
WoHtGEcCMFU,Scary
k4ZKV7D_PPI,Tender
eJUNnTkqZcY,Tender
Z3LufnbAW4Y,Sad
sT-TDqsscWw,Sad
e-PwsFB9HkI,Tender
dCly63sIg_E,Angry
-Pv5rvBwAYU,Tender
wzAbrbfey10,Sad
z6d2ldIBPUM,Tender
umFunHb-DUQ,Funny
A5fH9vvJTU8,Tender
0aXi7kaH4Ck,Happy
zbd19Bk4trs,Scary
JvbNa3TAu2w,Sad
6hNHc3eyvK4,Funny
uSlmXoTJwt0,Scary
BufWZnzu0Dc,Tender
U3aTchrPLW8,Scary
dE_E3c10K7Y,Scary
cyCr59_4JWk,Tender
3eI26IC9Cb0,Sad
B0DjxZFNoeA,Tender
9PbVJLYTXUA,Happy
4m_gcr5Jmqs,Sad
5ieMy-PAKA0,Sad
1bZ2m72WGc8,Happy
yN9aX1vpXsI,Happy
-KWw_7x0GNw,Sad
UsHtZ7Bzi0s,Angry
BspRsfrjODY,Scary
lj91a6W91J8,Scary
PD3UxkCI73M,Angry
OhmiEsqvHp4,Sad
nipCje7GK6c,Sad
YkEu9iIsAow,Tender
ce6WMjKznt4,Scary
52MHT_cmx5g,Tender
QtroTD_kkZg,Sad
18X5TSzTfLE,Tender
5zl7BYDe3Ck,Sad
0VMY0x4zCGU,Tender
Y3RwmXc5NbI,Tender
WlZkAwmQzyo,Tender
JW-swD9gFME,Tender
7LL3ryDf8M0,Tender
-qcATbadn60,Scary
UrCvSGJiS5M,Tender
IobB7Y2T6Mk,Tender
kIsZmx7sYh0,Scary
a37-zTEmb-U,Funny
v-wWClYOEXA,Sad
mlpTCec4igo,Happy
Ekdf3pE4BcY,Tender
CLkILLSgOL8,Tender
7W2UA2H3YZo,Happy
tzV7n-HDoAo,Sad
1pCQp8cw6tw,Sad
BtQR65wDQPM,Happy
5jD10IfFuBo,Happy
KeCsLCs1lwo,Scary
fG6FUvY7_J0,Funny
-aWyzSBS-uQ,Happy
02Nz6LlHwV8,Happy
uNosU54qcGI,Tender
FTdcanPJw6E,Angry
kzL-urh7GFI,Tender
JT7oakYAlcg,Funny
g8CIb4Mt7g8,Tender
0Cl4BVf4N-8,Tender
EpHbSOjicEw,Scary
F7xgqWF24XE,Happy
VQMyZ3VCuq0,Funny
wfExkoE_1Gw,Funny
T8zQA4aJj_c,Happy
_vRLwy-Uhr8,Happy
7EcuOw91seQ,Tender
1QdCKRaX82g,Funny
P-0gZ2PqeLU,Scary
07DJbwEh-y4,Scary
na7K8-FfBu8,Tender
wd13gci2L7A,Happy
O3gtMeSXhw8,Scary
o65o9tjkmwU,Happy
DN6mlpsHsNw,Tender
iP7PO5zJvR8,Funny
2FtQovTlnB8,Tender
7zOlSybiWqg,Scary
uqbVdJ7Z9iY,Sad
xh-_wXfQf4Q,Scary
ettQ39p3hQk,Tender
bPtfkThvy2I,Funny
9XOJ2qEQdyY,Angry
6hGgv2wqDgg,Tender
1FT03eq18-k,Tender
pYfyLC0U5ik,Tender
0ZljNvefnMU,Tender
c9h4p6325Xo,Tender
unOnnMirL9o,Tender
XQm3gqzbG9o,Tender
IpojOmWxu0k,Funny
2lJBfrywEjQ,Sad
0bCY-G8mtQE,Tender
kw0h0NvDIQA,Funny
-zmLDPjt-Ho,Tender
sOTRzCTyKYc,Tender
qMAASPmpP24,Scary
KWn5W7rJxfo,Sad
0h-MCqp8LoM,Scary
Ah8FcAJvgGs,Tender
tqjXifKBO5Q,Scary
7AtU3k8lkrI,Scary
nAKNz5lDnf8,Sad
-E0ABoKzZIE,Happy
ew0vGxOIyHs,Sad
DSycygDGf40,Scary
Ma7TXbUMENY,Tender
KdbwEPhIFVE,Scary
TTBiO1L6ODE,Scary
Vk-V0EZ3UIY,Funny
1JtRnNxm_XQ,Happy
5MHjM5qsWmU,Funny
XP3Jh2zgFh4,Angry
jJqnvo-AcV0,Scary
zsk6sI98x0Y,Angry
k0PYuIcczBE,Sad
AXbsFerTwkM,Tender
3Ri9gScBtEY,Funny
eZZ1jz7uF4c,Tender
HyU3oZSlPGo,Sad
J8Fd4p0f8rE,Sad
5CVye9Hbx9I,Sad
CPsOd4dHluw,Scary
BjOU5q-r2hc,Scary
H_1UBi4URxE,Tender
uKFi401SKLM,Angry
2OzMoGZvb0M,Tender
JxhbzL9ltUM,Angry
bbQKQVwQtZk,Scary
Av1k-ESqv-k,Happy
IsYhjMYovDQ,Sad
wuEInDQfyi4,Sad
6iS9NkRaRcc,Tender
3i2kfvnyaJ4,Scary
Bz5ICYIHQx4,Tender
y0AYIpO7uVE,Funny
e6KhBHJA8VA,Tender
YwuIXVqPnA4,Tender
TEHQrKj4V-M,Scary
juIt0b0QoN0,Funny
uXw7uHlSaaM,Funny
uhmtQ_u6s-k,Tender
qhNjo2JS9Jg,Scary
_9L3cQpFC2s,Tender
KzydTOkZty8,Happy
ta8bHwbloVY,Happy
59_qI-itLgE,Funny
UcLNjUgq6Hc,Sad
1GLwNKhnwLM,Happy
dHW5qhHumvQ,Angry
U9olrLiGv38,Tender
0ACAzuo5GbU,Tender
8FPA_Y7sssI,Happy
BGUlGwoeJ2Y,Tender
WVEK8UBC1ZY,Tender
YQcNzksymEc,Tender
HsPVG_wtVKA,Scary
cj98jxXsrQQ,Scary
cY3g6N5Sokk,Scary
0smpjzGpl9M,Happy
-rKZhy6UaVQ,Tender
xRk8AtBq9-0,Tender
q6aQhwwNbE4,Tender
aZGd3Xm1tJU,Angry
07FxCXxknY4,Happy
4Zywej2Jzt4,Sad
0GcMFqBpnto,Tender
4Wk3jQzqhnc,Tender
1CP9q4o8xi0,Tender
T5voAwlKwAg,Tender
35W_cFn9LJE,Scary
JharkX2DzUY,Angry
VHT5LP3D96w,Funny
t49Wapp_eAY,Scary
Hsh0PDIaCr4,Scary
7AYU-5y0vNw,Tender
xkOrz7KrtHY,Scary
AZiICvqgJX4,Sad
Nb2bNPkRDDg,Tender
M8TZOyeKD6E,Scary
SlC2XY2AQZY,Happy
0EIXVKgYhkI,Tender
plOFG8Q-8kc,Scary
X8Sc59vHVlw,Tender
eZnk3ejnbuQ,Scary
9l3YklkYI8M,Tender
3O53iAIfawI,Scary
fGXxuechGKg,Sad
kgMtYK6luKQ,Sad
cxpMs6xfxUw,Scary
FtNUxPFelOg,Happy
uNPi57K5O1U,Tender
BhWrvOhpBY0,Happy
ynO91djAHmo,Funny
bTAgqUqvzJw,Scary
ipQWB8fa5dU,Funny
ItzF4CpKt-Y,Scary
YYJqiBRKZPg,Scary
W0EMNAw-jU4,Tender
yB8rFtuIXh8,Happy
Z-JNWk1UEmk,Scary
vTXb8P7sAFY,Scary
n8CcjeUGliU,Tender
g7O4bl0BY3U,Happy
MkGCcsz5oJQ,Funny
-pv3Ff_RjXo,Tender
0TCebOOOA_Q,Tender
kPlTKqBZDaM,Sad
VBb3m5m9iHQ,Tender
1NP-loLM1Qw,Happy
tvnHg0589Dc,Funny
23MgaU1SHpM,Happy
IjN1vUSxAiU,Tender
lWVhqOKTs8w,Scary
9aEx9ma14Qw,Tender
xIdWJyhWueE,Sad
ohta6RSl_Cw,Sad
h8wX03WkwGA,Sad
AZz3iJy45tY,Funny
-isfWGG2T2U,Happy
NYHnu-nod10,Tender
nkHt0tkfR7A,Tender
eCDnCZBMUJ4,Funny
sJg8b7pIx4E,Tender
6jDF0q4Imks,Tender
2eTXsv8mVT0,Tender
KpRHRh9PaRU,Happy
GG9_TM4GYJ0,Sad
UcQ3P-rPK-Q,Funny
0Pqj15CArnU,Tender
W5Zb2PX2yNs,Happy
329YVU2EhDI,Tender
unTcupUTZts,Tender
uxolnLAH8Rs,Tender
wWhk9VzQwbc,Happy
L2b5PimmF7s,Tender
ZAhEIW3qD1M,Tender
-eKAAApvN8s,Sad
9mgtWuot4Fo,Tender
PjTs-b-_fNA,Scary
3vdR7hXtgYA,Tender
tj2YCd1X8n0,Angry
bztxC9EFfCk,Angry
WXvVAMzi1Eo,Sad
5Gy3kuhnJNE,Angry
4-AWJUyi_IY,Scary
FMpafcGqufg,Tender
8S2FDY6rziE,Scary
m7CIWQ9Py5s,Angry
zESSVTIlB2s,Funny
3J5M_YK0IG4,Scary
Om4yn2lWC58,Tender
JwgkEOI7JWE,Scary
xJd8b6NIOS8,Tender
d8v5iSBQal0,Sad
8ZgL8aMm87U,Happy
UwyHTZ9OZ2s,Tender
xuqz3gBFOLc,Tender
teJxMpCEjy4,Happy
kPAD1AvpW8g,Tender
vTe74-VlHZE,Sad
ANlHsfnpnyE,Angry
7jUxnPeOGpk,Tender
clBxnfTUmZc,Funny
489BwI5qAUo,Tender
1JB787y_bxQ,Tender
z_LIDMeHDvg,Tender
8BjTvN1z9MI,Sad
aPxGBMeM-aY,Sad
-M8vsL3WDYY,Sad
4hulNRgH6cI,Angry
Bd1yxH3xYiw,Tender
XL3_PXP5nIk,Sad
0P8SW-n13Uw,Angry
-ykSUG2HsjQ,Sad
q8fkAdhsTiE,Sad
xydinBFZ8Cg,Sad
yjIBSoRKKQA,Angry
cKDcwbC1wbk,Tender
X6nMoPajju4,Funny
0H8Co8jdbT4,Funny
gw1yJLTTpKQ,Tender
fffzeOcsVlc,Sad
hxsG2Q8G6qU,Funny
8NSW4lXRYAc,Sad
nKjCpLhUgww,Funny
i7q_PlWGJUM,Scary
RdS9tpP3AXs,Tender
S_Z7o4OmU30,Funny
xFDkS3NWowU,Tender
PE1ges9nn6A,Happy
ztekB8EX19g,Funny
CKwnF4ajauc,Scary
71G9xDsnM_s,Tender
TRhu-_56o8k,Scary
-4fwRc6fXBo,Sad
5cuNgxXcXTA,Tender
fFbzWG8MpGg,Tender
iX_U7drY5YQ,Sad
0nDr3fwE1IE,Tender
7UFqMHrJwSU,Tender
vy2gUzgmBzQ,Angry
MtfMizAT1Ak,Sad
SvMH3EQh6_s,Sad
CxsNsDw42Gk,Scary
4QJktFv916o,Angry
r59VptOjAfs,Tender
itT0_RhSipQ,Scary
VpEfHrJJ_oc,Tender
1ozea-lI2jU,Sad
zZb1x6e5vcA,Scary
eB_1U1UGHuc,Tender
00-P8QMh4MQ,Sad
9GBCuyi8c_A,Sad
2aj4jfiqiLw,Scary
ZTqvkmUmIQ8,Scary
-KT4oz0FfNw,Angry
bTVl2GeNfqI,Angry
c1miRAPTA3A,Happy
zEBra9FIbIY,Tender
MKlh1gr8F24,Angry
rv3SA9wpmwg,Tender
BduTHHgeAjw,Happy
inyLw1SG9oI,Angry
MS1ZHDxUbx8,Scary
7gCZG66fz6A,Scary
ljMzh92AP88,Tender
2GEz1kgQPms,Sad
GeKC86e1kts,Happy
uvRUSUzkA-A,Angry
UaHzy-1v4kI,Funny
q0Vz7PFuDWk,Scary
YSwVoeP_88I,Sad
2gI8Fsam_rU,Sad
nKbCuX9pVEc,Sad
2a2ZZSdcHng,Funny
7GYVfPc6K30,Tender
6Q5cvhNfIJ8,Angry
juB2QvQL1ks,Tender
3hxzw-sBXRg,Tender
f853iQO23Hc,Tender
W2lN6dkQpcY,Scary
17HN8-9qczM,Sad
tHjgiu5-KG4,Scary
2_T0vjsZWSg,Tender
4JRDNPQKAQU,Tender
-FETD9Ow2w8,Funny
qkjyNudrwz4,Happy
R6HSzXNcsc0,Tender
i32FqFJbodY,Happy
19rud1X2J08,Tender
0tnXcvHZdHA,Happy
hZHOqW06TEI,Angry
-q1CHL-9uNQ,Happy
-58t9l93RgE,Tender
iFtElTucf_o,Sad
XcqhhZYVrwM,Scary
NH_3Og8a14Q,Angry
RxdMDbJ9vs8,Scary
ComX3efC4v8,Scary
y_0UPux_b-c,Sad
7DNlRQlHe0g,Funny
XwCJZi8IlcU,Funny
kAomUmGTno0,Sad
0TIuwSaevec,Funny
KDuusOmEMHg,Happy
A__qOc8b9q4,Tender
Qk8vJfk7l6A,Scary
1jVJv-EWoyw,Tender
VCfxfu8qnkA,Tender
3rigFimAwEQ,Sad
DopsS5Dd1Hw,Happy
oNcqngPVBIY,Sad
OshyhWVquA0,Happy
vQjeeuNxv4Y,Sad
AyJW2RW_25E,Sad
-EEurBkVg-s,Tender
ES33nLcfb9Q,Scary
Jw-1x0zWdnI,Sad
P1o6qcASS5c,Angry
2U8Dvh7nwFI,Happy
-WHpmJAVO3k,Tender
lCAGVOnXvDg,Sad
K9o9mwqXehY,Scary
2GZSOKZd2dc,Tender
1KR9UNayIAc,Funny
LY2h1BtVXXQ,Sad
1tbFaC7_CIU,Tender
9tSDy7jLVYQ,Scary
2XqWhPWizyM,Tender
Uw05540nVZA,Sad
IiFNkemlb_M,Sad
-owPmjdb8kw,Tender
6ea7VFyn9to,Tender
lpCV1tdqFgw,Funny
nZztuImrgHs,Sad
KpC-V5BOhDU,Funny
oob3wuXVzuM,Scary
IO-H8HtbOME,Tender
likwUzXQ6wY,Tender
1K2q-d93ihM,Tender
BNZxDUR61Mc,Scary
fL_MdyRcpDk,Tender
54GYK6FGcZ4,Tender
8SmkUVXRH7M,Tender
X_ZNqN4s0BA,Sad
sj1fujcqJB8,Angry
26SHqARM44I,Tender
S1dzxChKt_Y,Funny
HUAwMioG7TM,Tender
i6CWBD_lP_U,Happy
6RgTojldHj0,Angry
BTg2Ed8T7nY,Funny
lBDrYpbabZ8,Angry
41fyZE_eGJk,Sad
g4H8bq7MV9k,Happy
5r0n2eS3Gyc,Tender
lCwD_0ChWv0,Angry
l_Kg6xUan-Q,Angry
9ZryMX2UtAo,Happy
SoW9HAPjME8,Angry
irrbuWSa12E,Angry
Hooz4Ut1BqU,Angry
-SCTYrq78NM,Happy
SpTPbrH9DpM,Angry
OWrcwyRLegc,Sad
1u6Iu7gMMFQ,Happy
0FbusB4pv9M,Tender
61BVkHzgDcI,Angry
pmlhwh3DTTg,Angry
00cjBW18AMM,Funny
tOsq9wJmaZs,Sad
zPMiMXCazAI,Scary
1SwqQ9Hgu4Y,Happy
ghiZoHs03PM,Scary
azsw28QNbz0,Tender
qx9lJRAExsk,Scary
fXt9duT3mWA,Funny
Hg2iscJ6CKY,Funny
gzSrfLRVZZ0,Scary
MqMogmk-4U0,Scary
f4_S2VUs4U8,Scary
8u8D1mt3jTo,Tender
QsomiKypOFY,Tender
j1edNxIcZtY,Sad
vna-Vk-bCGY,Tender
TUi9phjRYq4,Funny
EPvnkbo5wrI,Angry
4eondfl6w1g,Tender
3Wcp8qviOlo,Happy
FaD9qs2ACpI,Funny
ZhtD4JjaVUM,Sad
80mP71P5s6c,Tender
z-7OyfELtHI,Tender
CwJRaE7m6Sw,Angry
UpgoqetJj9w,Happy
qDKxJbtngDI,Scary
oh0f9eKnmkY,Tender
NmXVAGQATvk,Happy
0l6jjflxZvw,Tender
9YRXRsIFCdw,Funny
0iH0OPm9NCc,Sad
uS5LEuNQPHM,Tender
5ZF6bRkZeNI,Sad
-HKaeYUlJ2w,Happy
O7se0E7FZ7I,Sad
ZE6oN-uG4w8,Funny
t91V0G2lILo,Scary
AfucEg9iQcE,Tender
u8aasGR2J8E,Scary
8FZb_R2UANY,Tender
1npvUysk7J4,Tender
CBch4imv7VE,Sad
Fct1uqiDfmQ,Angry
Khz-BM7nGY0,Tender
jFXuiwIAy7M,Angry
yyitVDzD6_E,Tender
GyLfUJ0IN-s,Tender
7iMVwVCRRlQ,Angry
wNknUX5MKuk,Angry
1u1Q6-T9df8,Tender
rhuOEHnlKXk,Funny
emdXfF7yrlE,Angry
CZMG4zOJRjs,Scary
m-jbQikBU04,Funny
CAebjPD6PZ4,Scary
lsR_bctTSik,Sad
HbfqUtGJMus,Angry
vJctsYds8Ss,Funny
m9BunBnjTPA,Funny
rk-9-d80llk,Sad
4NvmMUo0eB0,Tender
78XKgr-HDCk,Tender
OZlRWAKKZPU,Tender
e_5Bkrid3Rs,Tender
uzyWEdApMxY,Tender
EMH62GouiTA,Sad
fnl-L5lxY4s,Scary
blKw6XdI4ho,Angry
165MfFbsh_Q,Funny
HmeGz7VPkVk,Scary
olOed323_E0,Scary
ZRKg9LfiQek,Tender
GJTA3a4jIdU,Sad
w22TzdirCyg,Funny
-I4tWHw7uhU,Tender
ZcbaG7feLGc,Tender
pavVPxYg_Kw,Sad
4cxkN5Bxs7w,Funny
K6oBMh_eLLo,Scary
2OwtfGKL9x0,Funny
-denZBWsEoQ,Tender
80C83_uanDo,Sad
lBKUDEb5fiQ,Scary
I2ZPP9jrdIE,Funny
2Po3SXpRUs8,Tender
q_EUvsSKKNI,Tender
fVuT6HE58CQ,Sad
K5BKZ8J6yV4,Funny
tPW7n7aNBWI,Scary
vX0s2q3ZYY8,Scary
Z98TWDei3pA,Scary
77jGh7vhKl0,Tender
0YtZyiVVpL8,Happy
WqQl-04AFaQ,Angry
2Qy57fY2fwg,Tender
SurmE2yP4dc,Tender
qcMQO_BxSHM,Tender
WwhcBXBMSaM,Scary
YX7x-3GclOo,Funny
aRA6_UnNw9E,Happy
1GeCJJLBKHU,Tender
ueh3Qg2q95I,Scary
Qt96IYV56vY,Scary
e2eRITTj58A,Funny
8nF4wtCrhyk,Scary
6prG_6o0IX4,Angry
vFLlcU5LRN8,Angry
rXSYJp7QnKs,Tender
K5mxaGokLvs,Angry
uiIbKpu8A-M,Tender
fAHYe-qmFnU,Scary
l3R5AENw_zc,Scary
w1b3QD00yUg,Tender
NLD24T-Ds3o,Funny
cjel0hqvzpU,Tender
_zOLS6Ycvwc,Funny
-YzKv0fvoAY,Angry
RkRkLAEQ5IE,Tender
odF9WvrSmSM,Funny
XQ1mUL1-SiE,Tender
j7rqcpialkk,Tender
gZ59Tx454DU,Angry
1pqcGicsem8,Scary
OjLcZe7WUig,Angry
JatUlYsLTqY,Angry
DTvgV-2X5bY,Sad
39cpK4ytBA4,Happy
b4Ratf5ICmE,Scary
ISgnMrhKr7U,Tender
2pSuDrdrMBE,Angry
GpfGfgwr-sc,Tender
ocNhGWdWTsI,Sad
bAMVHXIENCs,Angry
BiWmcBX-4as,Sad
bMX_cjp6nno,Tender
lFvclBS73Xg,Funny
MVYSWTF11Nc,Tender
kUDkTrSxf88,Angry
R0xhkrjggys,Angry
-vxza7AEsWk,Happy
v8DI80TFD9A,Tender
0aVBst4DxYc,Angry
JrZselZVcpo,Tender
7-iYtxamwcM,Sad
0szFWd3ka0k,Tender
5AS-cRUo-vQ,Happy
WycXsQFrDqM,Tender
1aJgyWdjhZE,Tender
yivw-6wM4yI,Sad
Qad-i50s9vg,Tender
l9mhx35E3F0,Tender
SuCPrXyUQFI,Tender
-wC6QD6zHUk,Tender
0YtbRU0T07k,Tender
djFXF5V9aUs,Angry
nlcqVKuAd0Q,Angry
1_oSQS4pxIs,Happy
Q8lRj_atkCw,Tender
piyYJ2l_h8Q,Happy
xUpaYWXzhZ8,Tender
Mxivhc-xd6s,Happy
sGLTyOPcIY8,Funny
mEwxLO-Z29c,Sad
i0Lfuq3WgI0,Scary
7C9g23N3UVA,Tender
dQhvFVzq5Tc,Tender
-xUBwlhR714,Scary
MYMq9SYOPBE,Sad
ndEFYVFXzDk,Tender
fFps0Tioal4,Tender
a-4IVK1V-Pw,Tender
M-TcRvKZEWI,Tender
397mU38mh8I,Sad
TjxJ9C3hE6c,Scary
KKKoQ6ySmoc,Tender
66Q2a8s49gk,Sad
O8inSQ12bIo,Angry
Insr9tkXV_M,Funny
zlexFk7N0aw,Angry
SAhG1DibSuE,Scary
cYG5LNa_pPQ,Happy
9egQJQ3UBVs,Tender
JLgqZnwyuLM,Tender
9U4VhQLf7NU,Tender
bwE7TcNaHLM,Funny
pR87Ts3a0e8,Angry
AHmcuClSTL4,Angry
VZeR9khaopg,Tender
FDswuKqAp0Q,Sad
JxdPLIEfLIg,Happy
03eIzjefZ90,Happy
68qbDjhC1OE,Sad
1jOtXxuIaVg,Tender
BLG8KIcTOUM,Sad
BSLYviJmjdc,Scary
1BwxKJwNqp8,Tender
zaBlO5HqqrA,Sad
WZVXHLnwi-U,Funny
Cc12Gg28c8Y,Sad
pjgN6eYHcm8,Tender
0wrN1Ry_ocE,Tender
G4zFD1fvmzo,Tender
W-SxHL2P9Mc,Scary
iuiGAC82Rok,Funny
3VvQHO2vYTA,Tender
1e3YAajUKBY,Tender
jJoyPndQ_nY,Sad
o387Z51t9lU,Tender
bER1M1UKb8E,Tender
0o0TvvZViis,Angry
dwSj0Rr3vFc,Sad
2U1sa7qZ_Z8,Tender
_49csVyC_P0,Sad
9Ox8qwLw0PA,Tender
_BCfik1lMz0,Tender
YbkYjGtljB8,Angry
5speFcRxcUc,Angry
Aglbk3mEaDc,Tender
yHv2Y34mTrU,Tender
eJlElpTkxf8,Tender
NuR8l9lFAe4,Tender
T1rkdlDDWFw,Sad
nc6h6rC3wdk,Tender
95VB_GNBzaw,Funny
glwTBs-cQLw,Sad
aNeC7sZQxwc,Scary
LZlHRgTmd6I,Sad
zfmzi3Tw3lg,Sad
00S3nQSv9EY,Tender
xUMHT3tEnj8,Happy
2xw38gDkj44,Angry
