,yid,size,rate
1911,a1YoBK5KaZY.wav,220500,22050
1912,HoEIIikzPlc.wav,220500,22050
1913,SR652MKboeg.wav,220500,22050
1914,SSxCrjLvAYg.wav,220500,22050
1915,V47mIImNtcs.wav,220500,22050
1916,6Uc8X5p0grg.wav,220500,22050
1917,P-L8hz01gWI.wav,220500,22050
1918,DLCwZ3kLfI8.wav,220500,22050
1919,O3PaANwh5zs.wav,220500,22050
1920,v4-IlUNJBqA.wav,220500,22050
1921,5JYoOfPSCbg.wav,220500,22050
1922,YyxX7b0D3zA.wav,220500,22050
1923,0mTF4q-p1N8.wav,220500,22050
1924,VqdW-rWpQV4.wav,220500,22050
1925,GZy0t-_XWjs.wav,220500,22050
1926,wTPI3MHqxSQ.wav,220500,22050
1927,0KBZNyQ7ffs.wav,220500,22050
1928,CcrrzZ_aiJw.wav,220500,22050
1929,8TAmnb4cUrg.wav,220500,22050
1930,iJaNc0pXIdI.wav,220500,22050
1931,2MSGsYT2oZU.wav,220500,22050
1932,4JU4MEkkj9M.wav,220500,22050
1933,-M1IeoqtSJk.wav,220500,22050
1934,OUoJPOj1XMQ.wav,220500,22050
1935,-I8-1s3Zh4Y.wav,219984,22050
1936,QQ4pzlWmzFg.wav,220500,22050
1937,fuQY_7hDq4U.wav,220500,22050
1938,wLzJD1EC6Tc.wav,205730,22050
1939,8DkcZgPSLRY.wav,220500,22050
1940,p69KdXRWbSA.wav,220500,22050
1941,6juDcqdUms0.wav,220500,22050
1942,zBv4NYIBsCk.wav,220500,22050
1943,lso4cnXXcMs.wav,220500,22050
1944,u9aPmEbGjkw.wav,220500,22050
1945,95ByAINOjRM.wav,220500,22050
1946,8YMx76H53d0.wav,220500,22050
1947,2ObxY3riTK0.wav,220500,22050
1948,JyBZpK51ikc.wav,220500,22050
1949,JN_M1eS3LCI.wav,220500,22050
1950,FvcVX6B8N88.wav,220500,22050
1951,zrWkbLQhC6o.wav,220500,22050
1952,VxLzl0bu_dU.wav,220500,22050
1953,8JJ-fnzNCkU.wav,220500,22050
1954,1FpNkptebK8.wav,220500,22050
1955,3lHc6tA5TBA.wav,220500,22050
1956,rsolGTAkUro.wav,220500,22050
1957,v7wUYxFTDbs.wav,220500,22050
1958,0hCkdlUghvo.wav,220500,22050
1959,tge8EEW-jTg.wav,220500,22050
1960,51yUok9jXRE.wav,220500,22050
1961,tUZB_Xf1m6k.wav,220500,22050
1962,_NFaieiVIpY.wav,220500,22050
1963,sIhtmXvgZH8.wav,220500,22050
1964,f4eJWfbATbw.wav,220500,22050
1965,5atALm5yIgY.wav,220500,22050
1966,Xtoh-zr-NCg.wav,220500,22050
1967,ADzIZdug85Y.wav,220500,22050
1968,7ZkCRgD-pdU.wav,220500,22050
1969,iEpp1YQvjvI.wav,220500,22050
1970,1ihirPZKwEg.wav,202960,22050
1971,3W66ww9SYks.wav,220500,22050
1972,1C7uJtdR9Qg.wav,220500,22050
1973,KSVM0d_NYjk.wav,220500,22050
1974,qo1-C_4kBQo.wav,220500,22050
1975,5hze-FqmBLA.wav,220500,22050
1976,1Q4xSIe8OWU.wav,201602,22050
1977,HV4Ek4mZNsg.wav,220500,22050
1978,4bYuZNjFOSg.wav,220500,22050
1979,6j3RPESI5HU.wav,220500,22050
1980,3hddrlReMkM.wav,220500,22050
1981,as4h8I_cFo0.wav,220500,22050
1982,MyV3QOQMyLU.wav,220500,22050
1983,FRKGaIiNbeE.wav,220500,22050
1984,u4JCGLhBILM.wav,220500,22050
1985,cDE4eRiqeC0.wav,220500,22050
1986,9zSysbi_M3c.wav,220500,22050
1987,s2QTJybjOls.wav,220500,22050
1988,tB3OUgi8nYA.wav,220500,22050
1989,1BboowHGMX4.wav,208358,22050
1990,GvAJF2EeGwY.wav,220500,22050
1991,Yiau7DypQi0.wav,220500,22050
1992,E-4TXOiucIk.wav,220500,22050
1993,4R1Kti0gwhw.wav,220500,22050
1994,Js_3Aa214xY.wav,220500,22050
1995,VjN571-9uAo.wav,220500,22050
1996,8Hu-OWVYzXc.wav,220500,22050
1997,1PSc0ivXL7A.wav,220500,22050
1998,8xbxX8oBrOk.wav,220500,22050
1999,0UPQVqVQeDY.wav,220500,22050
2000,OWmrRaJfWtk.wav,220500,22050
2001,pk-CQ8TjSbI.wav,220500,22050
2002,5yE8UpK7pus.wav,220500,22050
2003,HJUUamJQEo0.wav,220500,22050
2004,5XhaDPiQR6c.wav,220500,22050
2005,7hGw3f3y5Bc.wav,220500,22050
2006,pLle5a7B9V0.wav,220500,22050
2007,QfIXs7kVr5s.wav,220500,22050
2008,VzdhSBy3DMI.wav,220500,22050
2009,B0SgzRCdMYM.wav,220500,22050
2010,Smma1UYViRI.wav,220500,22050
2011,BhPs3gQGJd8.wav,220500,22050
2012,cvbEeGhBgos.wav,220500,22050
2013,qlSAOj3y57U.wav,220500,22050
2014,zasGfGDxTPE.wav,220500,22050
2015,xcvHbZKWwIA.wav,220500,22050
2016,i2WgNzfAwjY.wav,220500,22050
2017,3UDgPQ9_nvY.wav,220500,22050
2018,6ASzN5HVZAA.wav,220500,22050
2019,oZrBHuIyl2M.wav,220500,22050
2020,7CjDqcGyWoo.wav,220500,22050
2021,8ETP3TkyWBo.wav,220500,22050
2022,BGCkj9_7dSw.wav,220500,22050
2023,VE5rTUKi7SI.wav,220500,22050
2024,hMyoFd2Ay08.wav,220500,22050
2025,5H2Df21lnzw.wav,220500,22050
2026,r9eo9jgFmpM.wav,220500,22050
2027,0Iuvr3AXaGA.wav,220500,22050
2028,VfxVqCEYHNM.wav,220500,22050
2029,zwc3o_rGmLg.wav,220500,22050
2030,Mrocalmf-xk.wav,220500,22050
2031,lMvMfK1Esh0.wav,220500,22050
2032,htg79fxVc8w.wav,220500,22050
2033,ttXXPU8eZh4.wav,220500,22050
2034,zmJQnbnpC2M.wav,220500,22050
2035,SUHynudRvnQ.wav,220500,22050
2036,-L29on1_Hxs.wav,220500,22050
2037,fZAk3CBv-8A.wav,220500,22050
2038,rm8s9YjUYkA.wav,220500,22050
2039,v-TxrSNOH5M.wav,220500,22050
2040,009eTwJs9SQ.wav,220500,22050
2041,3xFqT_fegTo.wav,220500,22050
2042,niZhnFXwuFY.wav,220500,22050
2043,8G0WoKTHtBk.wav,220500,22050
2044,-GYwAv2geeE.wav,220500,22050
2045,oVemiQnH3zo.wav,220500,22050
2046,a1-1CEZqkoM.wav,220500,22050
2047,7PeM0s5Y7Bc.wav,220500,22050
2048,aP2LTYbs9PI.wav,220500,22050
2049,ibEbszMpVEY.wav,220500,22050
2050,LunY-ll3Zyo.wav,220500,22050
2051,v5yu7LwPMSI.wav,220500,22050
2052,M8R6-ZmWfr0.wav,220500,22050
2053,YW5IEnx9Eys.wav,220500,22050
2054,UnWHsFAr-5w.wav,220500,22050
2055,b4lCGQaVzUQ.wav,220500,22050
2056,00Kh4hi8H3E.wav,220500,22050
2057,tRh9bJaoD7Q.wav,220500,22050
2058,D9f6soBgRTA.wav,220500,22050
2059,T51KMAzTGxA.wav,220500,22050
2060,Y6u7TJhCqqk.wav,220500,22050
2061,84HWOHv7QGM.wav,220500,22050
2062,ApUMgQQZ1Wc.wav,220500,22050
2063,fmhbcSM_sAU.wav,220500,22050
2064,l_dwQuARgxY.wav,220500,22050
2065,-5BWqDTI8GE.wav,220500,22050
2066,h9wjcvQkPcI.wav,220500,22050
2067,bxF2vxTzlvo.wav,220500,22050
2068,3JLjJDGkfac.wav,220500,22050
2069,2vQTq4QLP8U.wav,220500,22050
2070,iEJvpLQdu0A.wav,220500,22050
2071,PRRN-YuG5DI.wav,220500,22050
2072,TeD1hET_EgQ.wav,220500,22050
2073,wCJbdR9p3TE.wav,220500,22050
2074,p0AfKyseeNg.wav,220500,22050
2075,OaJwzXbsiZA.wav,220500,22050
2076,3BsWIa4L8qU.wav,220500,22050
2077,Cy2bnpxNEcE.wav,220500,22050
2078,0L6xco-GIow.wav,220500,22050
2079,nEEYI12msTM.wav,220500,22050
2080,-p3gUcc8XPQ.wav,220500,22050
2081,WZKoey1fl4s.wav,220500,22050
2082,BD2nA8cBKc8.wav,220500,22050
2083,RtLJoj7SVU4.wav,220500,22050
2084,9j_GCfX9vC8.wav,220500,22050
2085,1IK4OeOqAEo.wav,220500,22050
2086,lTuO-V--1pU.wav,220500,22050
2087,Rzbq9LFXyXw.wav,220500,22050
2088,a2d1YMeYN_o.wav,220500,22050
2089,0Q1JLNfm8oU.wav,220500,22050
2090,c3t5sOaxN-c.wav,220500,22050
2091,W8JVj6zjLo4.wav,220500,22050
2092,-Uy5cHAllas.wav,220500,22050
2093,71n_BUwLfgA.wav,220500,22050
2094,x8-y1JYAeCw.wav,220500,22050
2095,L1y7jOhGmis.wav,220500,22050
2096,CC1oaI8Ke3c.wav,220500,22050
2097,yIwQ-acqMzM.wav,220500,22050
2098,-sDE9mWdoSI.wav,199478,22050
2099,VE8LCTf2VNc.wav,220500,22050
2100,udh8tklNR7o.wav,220500,22050
2101,Kf1Xmowh1AE.wav,220500,22050
2102,Ef7b8Tmg2Ew.wav,220500,22050
2103,NfHfNXyvUvQ.wav,215868,22050
2104,XWeeGwY6qA4.wav,220500,22050
2105,Kit-h0XtXCo.wav,220500,22050
2106,F2ctgfat9lc.wav,220500,22050
2107,Nvpl4xoSTbk.wav,220500,22050
2108,fIsYpdBQIjA.wav,220500,22050
2109,Q4rJZq7LDNw.wav,220500,22050
2110,_-tM425icJw.wav,220500,22050
2111,-Nny1ViHwkU.wav,220500,22050
2112,eqCb3P_ym8g.wav,220500,22050
2113,9sI_G0Dmi3Y.wav,220500,22050
2114,2LBLY5Y7gAU.wav,220500,22050
2115,jFOLiiwV-BY.wav,220500,22050
2116,IQ9NN9DJybw.wav,220500,22050
2117,MSuLn5404bY.wav,220500,22050
2118,aGr2WPqeNCk.wav,220500,22050
2119,YH6AumpaSl8.wav,220500,22050
2120,CXT6F5XzdfE.wav,220500,22050
2121,9MnGaZ_-9s8.wav,220500,22050
2122,Bmc8d62Z3VA.wav,220500,22050
2123,xxDFkM3Leb8.wav,199990,22050
2124,Ru___-wgXR0.wav,220500,22050
2125,L7-sAzErUvM.wav,220500,22050
2126,MDlFHP-p-VU.wav,220500,22050
2127,VoNN7LKxF5g.wav,220500,22050
2128,j-O413K_8pY.wav,220500,22050
2129,9nf_Sq0Y7xU.wav,220500,22050
2130,0bpS1mcz5R8.wav,220500,22050
2131,I3D2Kx3iJk8.wav,220500,22050
2132,dAnTVP4SMq8.wav,220500,22050
2133,PdCe7aKoBNc.wav,220500,22050
2134,L6h_UazecUo.wav,220500,22050
2135,w7LYK214bes.wav,220500,22050
2136,2LJlpuZnz2w.wav,220500,22050
2137,K673CF2jt8U.wav,220500,22050
2138,pWYEv68ac9A.wav,220500,22050
2139,sW7lFYkHFpw.wav,220500,22050
2140,2OLy1evLVV0.wav,220500,22050
2141,RDM66fWrkjM.wav,220500,22050
2142,cYRsnYEPIiM.wav,220500,22050
2143,_s4gJXvCuLo.wav,220500,22050
2144,RM13LencaW0.wav,220500,22050
2145,-IFc55LGpPY.wav,220500,22050
2146,U7o2wpLkIuw.wav,220500,22050
2147,79cJHHWT7-U.wav,220500,22050
2148,Rz-ul5FaeTA.wav,220500,22050
2149,-5PJs98TGnE.wav,220500,22050
2150,-alXWpDop9I.wav,220500,22050
2151,C-wCNmqwIU8.wav,213428,22050
2152,2qKy7-k1w0w.wav,220500,22050
2153,6_po8-X51p0.wav,198800,22050
2154,7fTR2XRg6Cs.wav,220500,22050
2155,65gM35ns4wI.wav,220500,22050
2156,C2PLEqbhpk8.wav,220500,22050
2157,uSZQGP_i3gs.wav,220500,22050
2158,7RMjT8RjGcg.wav,220500,22050
2159,_ITnRifrPoU.wav,220500,22050
2160,3BO5wTmFvxU.wav,220500,22050
2161,t7e0Ibt_fsM.wav,220500,22050
2162,6BaG-k00WH8.wav,220500,22050
2163,cOWGHWGk1V4.wav,220500,22050
2164,2CRgN9xylAg.wav,201390,22050
2165,1v_-YMB8aSw.wav,220500,22050
2166,1tkhKtxqcTY.wav,220500,22050
2167,fFm4PzLfdWw.wav,220500,22050
2168,2AD6HaYQXYc.wav,220500,22050
2169,DSPsu2O6LU4.wav,220500,22050
2170,72fTCPYGM68.wav,220500,22050
2171,jNSb1OwCFVQ.wav,220500,22050
2172,1v4fDkUgYLs.wav,220500,22050
2173,RwwQ8kTMpE0.wav,211322,22050
2174,qdFHA8km18E.wav,220500,22050
2175,5ZoZY9gdVsA.wav,220500,22050
2176,xGMZHLouoXQ.wav,201430,22050
2177,A9E-CDSqQvQ.wav,220500,22050
2178,yNHjGUb5cnY.wav,220500,22050
2179,AxCPH9jYjsY.wav,220500,22050
2180,AkbCw7oVkw0.wav,220500,22050
2181,B0DQyB5TlBU.wav,220500,22050
2182,JRmfjBDKCpE.wav,220500,22050
2183,1cS0oGvV5PY.wav,213064,22050
2184,2Vsmcsq_pwA.wav,220500,22050
2185,gZKf65Gmo0E.wav,220500,22050
2186,mlS2-4cSwOo.wav,220500,22050
2187,lAfYik9uSbk.wav,220500,22050
2188,B9O0eeOadnw.wav,220500,22050
2189,0qO9Udl7Bso.wav,220500,22050
2190,HqYeud_9WkA.wav,220500,22050
2191,P40p1anW1Is.wav,220500,22050
2192,yNIZaqTHUnc.wav,220500,22050
2193,HZDgMayF5pE.wav,220500,22050
2194,hYLcMLbzEDk.wav,220500,22050
2195,aKoTXYmDtD4.wav,220500,22050
2196,LI4gQDBCpaA.wav,220500,22050
2197,kshCkc5a1Zs.wav,220500,22050
2198,DtOIL6ta47A.wav,220500,22050
2199,1lMtAkfT-ZE.wav,220500,22050
2200,rEij961gzz8.wav,220500,22050
2201,F6okvS7Pqz4.wav,220500,22050
2202,-pzq7SloWh8.wav,220500,22050
2203,DLdDqMA88VQ.wav,220500,22050
2204,SMN2M0SYIxo.wav,220500,22050
2205,iMxvoWf_3RQ.wav,220500,22050
2206,-8h4Ccn5-Cg.wav,220500,22050
2207,y3mrPWd8Vxc.wav,220500,22050
2208,8kRpkqsXlLo.wav,220500,22050
2209,C2JZ8r_oHls.wav,220500,22050
2210,i2S86ZRpiI0.wav,220500,22050
2211,u1_BDp_r1F8.wav,220500,22050
2212,OM04OFjNPGw.wav,220500,22050
2213,RoXK-XWenP8.wav,220500,22050
2214,gn7MVrC5ens.wav,220500,22050
2215,YD1SBZC6TtM.wav,220500,22050
2216,UU_GOFgAkfI.wav,220500,22050
2217,JqXnBVuCj44.wav,220500,22050
2218,YX3A0BbA2nM.wav,220500,22050
2219,k-tdOlbut2A.wav,220500,22050
2220,aZwwcUe9N1c.wav,220500,22050
2221,6wM1VwQMyF0.wav,220500,22050
2222,0PslgKOT550.wav,220500,22050
2223,GtnVVNsQ_1I.wav,220500,22050
2224,1BuqziZBpZ4.wav,220500,22050
2225,-unirr8PRdQ.wav,220500,22050
2226,KbfC5AdsDTQ.wav,220500,22050
2227,YnuIXxIHG6I.wav,218320,22050
2228,ANd303-78ZY.wav,220500,22050
2229,4IhNcBaesHo.wav,220500,22050
2230,debWUWynD_E.wav,220500,22050
2231,RdUlHvtsPJ0.wav,220500,22050
2232,mmaf6YEUvZ4.wav,220500,22050
2233,4jvVkXfzPWw.wav,220500,22050
2234,7VC4eZsvnXg.wav,220500,22050
2235,0MqPbFeZNGs.wav,220500,22050
2236,0Y4AkFLMYQY.wav,220500,22050
2237,0DTmG2nJDzM.wav,220500,22050
2238,kxjuBhGrK-M.wav,196752,22050
2239,-g18vMSfhz8.wav,220500,22050
2240,KTGIbyQMJE4.wav,220500,22050
2241,jldS6XxT_Tc.wav,220500,22050
2242,ADHnutcEoMg.wav,220500,22050
2243,hyf-Mpg2-Rc.wav,220500,22050
2244,KtCyyEYDctY.wav,220500,22050
2245,m9dBCvZtlco.wav,220500,22050
2246,Bt6HCfPJwYM.wav,220500,22050
2247,bbUal7Zzync.wav,220500,22050
2248,ueYu2ELSxrE.wav,220500,22050
2249,7a3_Q94DZ5E.wav,220500,22050
2250,1zEck8RsgkQ.wav,220500,22050
2251,hhsLOeZrRwc.wav,220500,22050
2252,HAYGPMU6dUg.wav,220500,22050
2253,Oasgd6WtjMQ.wav,220500,22050
2254,zKb27o1ZY8M.wav,220500,22050
2255,S1PQ-dx_ywU.wav,220500,22050
2256,-YFIRh-DB6w.wav,220500,22050
2257,5jGb-oB6jhM.wav,220500,22050
2258,gZJwkEQwbtI.wav,220500,22050
2259,SYyMTsY9Ip8.wav,220500,22050
2260,3F-J07rlgb0.wav,220500,22050
2261,vWPm2OC9DAs.wav,220500,22050
2262,HWZwo6YkF4c.wav,220500,22050
2263,LusgSiCaqpY.wav,220500,22050
2264,8Ha5qGnT7lg.wav,220500,22050
2265,oOecWZ9froI.wav,220500,22050
2266,6GRnk0Dj5B0.wav,220500,22050
2267,FGoDfNZezh0.wav,220500,22050
2268,VY3Qb2Nk1fI.wav,220500,22050
2269,xyJ9pWf8O6E.wav,202036,22050
2270,SM_VNgaaV8s.wav,220500,22050
2271,4jpcx12cxek.wav,220500,22050
2272,gSzrNO7_8Bs.wav,220500,22050
2273,FNjlvBUWz1s.wav,220500,22050
2274,C8SAXfCjwIQ.wav,220500,22050
2275,yrub-x5wQM8.wav,220500,22050
2276,NwCicabyeVY.wav,220500,22050
2277,Ruq1y6BOdjY.wav,220500,22050
2278,0d7bs4MVGDA.wav,220500,22050
2279,usURc8w2Gek.wav,220500,22050
2280,fslMZNQMAPU.wav,220500,22050
2281,0VS6EVuvzSU.wav,220500,22050
2282,0g9h0xf5FxU.wav,220500,22050
2283,Ddi6TwJ23-s.wav,220500,22050
2284,qEr0zTWUeoU.wav,220500,22050
2285,ehEzRoP2g_w.wav,220500,22050
2286,1r3A2iSa2vc.wav,220500,22050
2287,EqlF0TEdjNU.wav,220500,22050
2288,BhGHwNa_Xi8.wav,220500,22050
2289,gXE4YIRmZpE.wav,220500,22050
2290,GzM98AgO3uw.wav,220500,22050
2291,Y3U2w8rzgjM.wav,220500,22050
2292,PJbNV3dDw60.wav,220500,22050
2293,5Asx_gbhaDI.wav,220500,22050
2294,D6CirWnXGzw.wav,220500,22050
2295,cZ7mTnRMaCY.wav,220500,22050
2296,IUiUvXxL8e0.wav,220500,22050
2297,KZsl0BVyqPo.wav,220500,22050
2298,nyfp4FBZqpw.wav,220500,22050
2299,wysPd3EXY1w.wav,220500,22050
2300,PEngg_agoRM.wav,220500,22050
2301,XS1Rly9kzek.wav,220500,22050
2302,1mxiGGjy0kw.wav,220500,22050
2303,gssaYlzu0YU.wav,220500,22050
2304,DA8lw6Mq0DY.wav,220500,22050
2305,IgrT-E7bVgY.wav,220500,22050
2306,flkDcIBieco.wav,220500,22050
2307,hlSqZ0I4cjk.wav,220500,22050
2308,nGjWsnlYXUA.wav,220500,22050
2309,WOnprQfANGg.wav,220500,22050
2310,vKjC5HTH22o.wav,220500,22050
2311,9YaxmqHTsZA.wav,220500,22050
2312,skueCeVC5qQ.wav,220500,22050
2313,omQ3-_hO_Ug.wav,220500,22050
2314,-t854009HZ4.wav,217228,22050
2315,M4273khH2m4.wav,220500,22050
2316,SMJALRIFjq0.wav,220500,22050
2317,5tHKNmmiUiY.wav,220500,22050
2318,3k0vsF0kxbU.wav,220500,22050
2319,KcDiI9v0NDk.wav,220500,22050
2320,lY2_k3encdA.wav,220500,22050
2321,2lCl-7aeZ58.wav,220500,22050
2322,BdhaR2QUGqY.wav,220500,22050
2323,1YcYIhTPqf8.wav,220500,22050
2324,idmGk8whsHQ.wav,220500,22050
2325,z_WH2YM1y60.wav,220500,22050
2326,yK6kbYx8Wzk.wav,220500,22050
2327,KHZzX-ZzJl8.wav,220500,22050
2328,I_NaDLVup1Q.wav,220500,22050
2329,T1bP8PxcbLM.wav,220500,22050
2330,gCWYFGryPHQ.wav,220500,22050
2331,IxuoOawKq54.wav,220500,22050
2332,34YoxBIeWto.wav,220500,22050
2333,8ye08ZxbQw4.wav,220500,22050
2334,NwUJe24OxC8.wav,220500,22050
2335,8yrN0X0cqhM.wav,220500,22050
2336,Fp2T47LY1M8.wav,220500,22050
2337,QMdzyuVNhuo.wav,220500,22050
2338,tUCrsXFs4Eg.wav,220500,22050
2339,bqVAXIYFPTE.wav,220500,22050
2340,9rQD8Trmcfs.wav,220500,22050
2341,31iD2VPLMxQ.wav,220500,22050
2342,5h9GxIpq1UU.wav,220500,22050
2343,NCfgWG-FbP8.wav,220500,22050
2344,tr4xpryybOw.wav,220500,22050
2345,dROwMjsi3pM.wav,220500,22050
2346,LkGJE4OVkm8.wav,220500,22050
2347,-ewNbimoc84.wav,220500,22050
2348,kjbBXzM97ag.wav,220500,22050
2349,Ez8KfmbdQYw.wav,220500,22050
2350,4U9YtC_c_K8.wav,220500,22050
2351,_8rRN7FJBSI.wav,220500,22050
2352,4oQBOYPkUzs.wav,220500,22050
2353,EuX4H98zHz8.wav,220500,22050
2354,9NnVRz4sR-Q.wav,220500,22050
2355,NY8cOqlgETM.wav,220500,22050
2356,rPA_XdOHlks.wav,220500,22050
2357,f9kmSltnmss.wav,220500,22050
2358,0fCpAuxrQ_I.wav,220500,22050
2359,afb7pI_01O4.wav,220500,22050
2360,ixcnKhNQJ_A.wav,220500,22050
2361,wxE_MPiIXms.wav,220500,22050
2362,zVZBEDacVco.wav,220500,22050
2363,nQKRxeAvb4I.wav,220500,22050
2364,y4GE7ugHClE.wav,220500,22050
2365,zhrNF7gMCUo.wav,220500,22050
2366,c5p7d-9Maxs.wav,220500,22050
2367,Ut9s_Fa1Rj0.wav,220500,22050
2368,2HTIQP0tvzM.wav,220500,22050
2369,cX7k7M_4FRA.wav,220500,22050
2370,zN4i_uy0wik.wav,220500,22050
2371,-9Lh20bRmT0.wav,220500,22050
2372,9cqnOa4TkfY.wav,220500,22050
2373,sogmlny4a_E.wav,220500,22050
2374,0hu0qu-oDbw.wav,220500,22050
2375,xARqIStS42I.wav,220500,22050
2376,vDmUlgsDOP4.wav,220500,22050
2377,X2QIqbd3SF0.wav,220500,22050
2378,idN2Klp4li0.wav,220500,22050
2379,70i5WoLG02w.wav,220500,22050
2380,0J4gAwC6Uxo.wav,220500,22050
2381,sRgD4nYDJb0.wav,220500,22050
2382,XlrCAH0R9PA.wav,220500,22050
2383,QqENs3TzfJc.wav,220500,22050
2384,QFhmzRkUx0I.wav,220500,22050
2385,jJnCSJKgz2Q.wav,220500,22050
2386,zfNXSQj7o7w.wav,220500,22050
2387,mK9EAZtaMf0.wav,220500,22050
2388,UFEgfRDNjdY.wav,220500,22050
2389,pm0dLfGe3kQ.wav,220500,22050
2390,I1TTamMHJIw.wav,220500,22050
2391,tKawN2sxhYc.wav,220500,22050
2392,0BRe20cItfM.wav,220500,22050
2393,ACQTcpS3JXw.wav,220500,22050
2394,0YAt91FtTnY.wav,220500,22050
2395,6BHLF1a8BPY.wav,220500,22050
2396,UkGPgYYpa8U.wav,220500,22050
2397,JgP2zX1IFmk.wav,220500,22050
2398,H0Nbbc32gBM.wav,220500,22050
2399,D3GkmkIZhMA.wav,220500,22050
2400,QFe71er5nPw.wav,220500,22050
2401,YNK4juhtskE.wav,220500,22050
2402,KwyJMH93V50.wav,220500,22050
2403,om6slKzVmn8.wav,220500,22050
2404,sJCQBprtbT4.wav,220500,22050
2405,8Wjkq_bl_VU.wav,220500,22050
2406,RNitWCl6Zfw.wav,220500,22050
2407,yWzJI7M_pWA.wav,220500,22050
2408,oxcgZ9xJnf4.wav,220500,22050
2409,bz1aRqzFEZQ.wav,220500,22050
2410,O08fHPRX16g.wav,220500,22050
2411,6Ez1MVSe8UA.wav,220500,22050
2412,-wymN80CiYU.wav,220500,22050
2413,d25nuZXRyZg.wav,220500,22050
2414,6vuYnh8y8Ys.wav,220500,22050
2415,-W70ZS7VhxM.wav,220500,22050
2416,0F6nJBff7Xc.wav,220500,22050
2417,ZV9A7LADRoc.wav,220500,22050
2418,--K3100xfu8.wav,220500,22050
2419,cf2X8EsZMDs.wav,220500,22050
2420,-_69VuZGEHU.wav,220500,22050
2421,hCyijbfJP1c.wav,220500,22050
2422,9ESwsp_oEkQ.wav,220500,22050
2423,9Q25_tJZP4Q.wav,220500,22050
2424,1PuQj83z588.wav,220500,22050
2425,9Jkavn-hF7I.wav,220500,22050
2426,cGoNtbFFt38.wav,220500,22050
2427,Aoc3C3CksHg.wav,220500,22050
2428,a1lsCfbccbg.wav,220500,22050
2429,NOsGVoeDDJU.wav,220500,22050
2430,0aa-cXvNMLE.wav,220500,22050
2431,aVubCz1Oiyc.wav,220500,22050
2432,nYg499jFu-A.wav,220500,22050
2433,P0EWA4zhlv8.wav,220500,22050
2434,8qf3RqXMPyo.wav,220500,22050
2435,-8QBkOvux1s.wav,220500,22050
2436,pKIwjmon3-M.wav,220500,22050
2437,E_IS1XJJwsY.wav,220500,22050
2438,ecdYeRJYdzE.wav,220500,22050
2439,4XxqUEa-fGE.wav,220500,22050
2440,-HIHOllooN0.wav,220500,22050
2441,BzjkVaK7cTo.wav,220500,22050
2442,iOj7jFRQBu4.wav,220500,22050
2443,eHiR4LgQt9A.wav,220500,22050
2444,P_QaNmeudSY.wav,220500,22050
2445,KEvXvPBFxFY.wav,214600,22050
2446,UJ8Y-73lDu0.wav,220500,22050
2447,UgdQQH5aVP8.wav,220500,22050
2448,3g8UQSsixZc.wav,220500,22050
2449,eiAYycFidfA.wav,220500,22050
2450,CLM_2nfPDJo.wav,220500,22050
2451,XQrWSx0Y65w.wav,220500,22050
2452,S91WiRa5oR4.wav,220500,22050
2453,LKVP7-AizJ8.wav,220500,22050
2454,wy8qs_WFOaA.wav,220500,22050
2455,0pNdR0xlATA.wav,220500,22050
2456,-PKQjg3_4UE.wav,220500,22050
2457,1KbB_8R9m4U.wav,220500,22050
2458,G0me9EY-gWc.wav,220500,22050
2459,R9WpkYO_G7M.wav,220500,22050
2460,xAF2pLwbGrU.wav,220500,22050
2461,-Dm0CVlLzL4.wav,220500,22050
2462,jk4r8elDvDs.wav,220500,22050
2463,J9c55iviTp8.wav,220500,22050
2464,3alOXqJRSic.wav,220500,22050
2465,fvBDY_0e8uI.wav,220500,22050
2466,cGWAuLNeOx8.wav,220500,22050
2467,kKyDW7P1vHA.wav,220500,22050
2468,BPq8wuwfdjI.wav,220500,22050
2469,-OC82H_fNWI.wav,220500,22050
2470,WhOYyHsjgFc.wav,220500,22050
2471,00umZ6WBZcQ.wav,220500,22050
2472,4TF4F9xHBH8.wav,220500,22050
2473,NWpgYU0W71I.wav,220500,22050
2474,2IYoEjrPcNU.wav,220500,22050
2475,aCLtEV5ohz0.wav,220500,22050
2476,JUBKRzt1eZk.wav,220500,22050
2477,j4kL6d-UTSc.wav,220500,22050
2478,sr8sSp1YQRE.wav,220500,22050
2479,7X-g3nmUPDI.wav,220500,22050
2480,W5AiS1Jsfr4.wav,220500,22050
2481,o1r1-YkaJGY.wav,220500,22050
2482,I_xxA2brcXY.wav,220500,22050
2483,iWSQFeyFCVA.wav,220500,22050
2484,BToRK4HYg68.wav,220500,22050
2485,vdkhW9Hli-Y.wav,220500,22050
2486,p89zVl5O8YM.wav,220500,22050
2487,gfOHoYUO1j8.wav,220500,22050
2488,ol9VXCpQC4U.wav,220500,22050
2489,JkAEDEdpjZw.wav,220500,22050
2490,bVjYsCcrawg.wav,220500,22050
2491,M3ZqtoYCh4s.wav,220500,22050
2492,wY9woI8SP9c.wav,220500,22050
2493,vVm6z2k7VIw.wav,220500,22050
2494,aONX3E7NPH8.wav,220500,22050
2495,0Pea8V0GOSM.wav,220500,22050
2496,yfnaI6h8p1E.wav,220500,22050
2497,-eKggD9GAM4.wav,203336,22050
2498,VfMFI6VjyLw.wav,220500,22050
2499,wFk6Ls-zyeo.wav,220500,22050
2500,a9fb0tjxCA0.wav,220500,22050
